License_Plate;In_Use;Capacity
PO3866OFXXH1;1;6059528
GD0725F5P9AY;1;14872525
LU8042U0WN7Y;1;13229706
BI1681KLRIT1;1;19462749
PO2615K11SE9;1;19862401
KR4323JDKX2Z;1;19476268
WA2287G0CN87;1;9792600
PO2403YQVZUV;1;6130880
TK16386QLCWR;1;14943690
LU1082CF61S5;1;6278850
TK4601EOGCXZ;1;17111176
CZ5419P818A9;1;17052042
BI4672Q49VSE;1;9951818
LU0448QDPXLR;1;5225720
PO6389O3YDEL;0;6434046
PO70871DVNI3;1;13487584
BI304910LGWE;1;13490906
KR4654XLDPJN;1;19710200
WA5763REZMER;1;14712184
BI21446LH1GY;1;17676325
CZ8236IQAH28;1;8196319
PO7796WX35JR;1;14492101
GD8984L64MXU;1;11022922
CZ2679W83KKZ;1;10336370
PO03548SKJN2;0;7529089
TK4566905JMA;1;15035009
KR68459CDDQS;1;18143590
KR7952BM24N0;1;10981327
TK6051ODUTSF;1;9161470
PO2707XU8SA3;1;19823163
PO859411NZ48;1;7500585
KR6965NNPRDA;1;15131592
KR88045I43A2;1;12102582
BI740871D94F;1;8500841
KR3493AWKC80;1;16540122
BI4391S3HG2R;1;16598874
LU7371DE4ODC;1;9346312
KR8902NZ4UHV;1;15924139
TK8247AK97FC;1;15693244
BI9232Q25X57;1;18696240
PO2682CN4BF9;1;12388851
WA6004RZPCVS;0;18131413
LU79232DL7N0;0;18461227
TK7263G05VCH;1;18658288
BI1329AOLYZB;1;18960153
BI3509Q7ML89;0;10888023
GD0065BY02QR;1;12646738
PO95826PBFA4;1;11035037
GD03155LEIMS;1;5758595
TK31110Z8ZXX;1;16918904
CZ2461M5S0DQ;1;13106663
CZ1113NJ91GH;1;6202145
PO5711E40HKV;1;8371031
WA8361YET4TT;1;18249054
BI0005C9CCY7;1;11768582
PO3322TDTAZ7;1;19699389
GD16644NG3XU;1;6591994
CZ6196TLXFZZ;1;15554223
BI7208QZR7RA;1;5114888
BI20930UO68T;1;13077377
GD2105ZGS03I;1;19833227
LU66126ORE32;1;11054808
BI4539HIOZ4F;1;15930965
KR6273MO82VL;1;7583015
LU21584EZ5P0;1;11366743
LU7087TC5GU9;1;14277020
LU6967TH93BF;0;19469241
TK8451O3WJKH;1;6569025
LU7776MEG8A5;1;8203153
TK9247JKY5B8;1;13540952
TK6411AYXUHV;1;15894983
BI57446G5GOI;1;12913435
CZ5958BRNH8Q;1;12496238
WA44713KB0A1;1;13823450
TK4149JYH5B8;1;10952706
CZ22319Y17N3;1;5378549
LU7472U06HOX;1;11057602
CZ47164X8YB8;1;11007305
GD7818SF74BU;1;10520310
TK1202VDTNT7;1;7397718
CZ1535XQTVDT;1;7887197
KR2213BS8MS7;1;9720941
BI83650739V9;1;18757516
GD2221Z34R5Q;1;11828920
GD6751ZMMH8T;0;9013775
TK9590YONRAG;1;16995496
KR5291NH6XYV;1;9526406
LU0607QLNQDW;1;18085527
BI53196XKIGQ;1;16490249
BI5926REW8B0;1;18675841
CZ58318C5M73;1;8015936
LU91163D6BXU;1;17819995
CZ6818T61LO3;1;5876965
WA8891BIR5V7;1;19085832
KR01582DQF9H;1;15788902
LU1099V1SBHU;1;15292040
TK22016F0EHZ;1;12379132
BI7349649239;1;5466313
CZ9805KRZUJ6;1;12110354
KR5880OPWIDM;1;7307579
CZ2124TX78EK;1;14025473
BI8846ZORW7D;1;9966137
PO5458GJL8EG;1;6866382
LU1611HTIJBK;1;19976508
TK5028GX9UFN;1;18464867
CZ1143USLG3C;1;10160905
TK7928MU3REX;1;12279886
BI0747Z9R6GO;1;17832419
LU24486DO4RB;1;8998668
TK9137A3HVY7;1;7806739
KR8263FK9XLQ;1;17099607
WA6270KEUR3M;1;18677709
LU7264EV6558;1;10300339
PO51919MQZKQ;1;7101304
GD8986SFPYBN;1;19807325
PO43116EFJ13;1;17867913
KR3634FVU5F6;1;18616155
KR578847E8VP;0;14173776
LU3137BZ8WUQ;1;18583848
PO8401BVEYEH;1;7149561
BI5532RK6CLR;1;5197679
WA9553GLHH9R;1;9825264
TK3159XUJ4EP;1;5423289
CZ79499J726W;1;14643015
BI1504SJ6LQQ;1;13445804
PO67474GBJ78;1;18426613
BI4205COCFKK;1;19835739
CZ107385J1TV;1;7296571
WA3012L1EFFC;1;11264686
KR182261AXXP;1;9567013
CZ42804W9T0E;1;12906509
WA7778P26JI0;1;9366071
WA0231LDKRER;1;10523156
KR80973IYX67;1;14663246
BI3004NSR687;1;16230943
WA28187EQ64W;1;19771920
CZ7792LN3T9C;1;8831561
CZ04764EKS2E;0;18301357
CZ3570Z8FTAY;1;16662165
WA25786S3P8Z;1;10713393
PO1151KKENDA;1;13448091
BI94855U9URQ;0;19341711
BI1134T8TB3M;1;6431759
KR5094IAB961;1;5846171
PO8201BY389N;1;14403373
BI4958OAQG5U;1;19316331
WA7958GH8C2G;1;16471756
GD1221T63VTL;1;10260717
KR8837DHSZPT;1;11617504
WA80890Q4SIT;1;5550893
GD7808LH2FFX;1;7414656
WA6047X3XT5Q;1;12830807
CZ3510NCGW1H;1;8154646
KR2341BQN5BN;1;15338726
TK0126W9D4QC;0;7561064
CZ6360A60NSY;1;10864433
WA0065VJNEKT;1;19007149
BI7022REQC70;1;13401653
BI8203H32ZTB;1;14982847
GD26740GTW5K;1;17038583
CZ3848QETG5B;1;10706873
WA260821B4Q0;1;11394850
GD45023B9H5A;1;19110969
TK4825FX6NFC;1;11542943
KR55548WHTYV;1;15975868
PO3142RWVA30;1;16688268
PO5776I35D36;1;5240986
GD8428RDU509;1;7941921
LU6743XC1HJ0;1;14609137
BI3988QGOG4C;0;18999178
BI68856SJRZZ;1;11870048
PO3212XG3UFK;1;8829982
TK4783N183RK;1;7311265
PO4357J3EU18;1;15726629
LU4496E1YY6E;1;15190064
TK7843LUAGDI;1;19998349
LU1816Y6X33R;1;15437783
LU5211RVQF2R;1;17829087
LU5161QLNZNZ;1;9827343
BI0038BHE675;0;17901617
WA4781OM3NUV;1;5201956
KR6606NHHM53;1;5639343
KR94207QJRPT;1;9342901
LU04276AFQV6;0;13351841
KR417464PRCQ;1;5402425
TK1291FB3RSI;0;15115352
TK7507T8JE5R;1;7702498
BI4860Z11KYK;1;12392632
KR7154RR0BRL;1;18576134
TK3461L3Q165;1;19320207
KR0849B3P7CW;1;11311543
PO7086W4S3CS;1;16101401
WA7117TJIEPB;1;5325416
LU6916SR6246;1;6775129
WA04225DJ8PV;1;10863405
TK5466QOXZDJ;1;14052237
CZ19031OUUBY;1;10737877
GD55331W20XF;1;8165503
BI50738FAB0N;1;7044591
KR81532U9897;1;19965854
PO0100FJ7QEA;1;19642231
LU108551D034;1;6096853
TK6995QDG037;1;11137976
WA89009SI54I;1;8473659
WA9189MT0HFK;1;15708773
TK3930SZBXW5;1;18240549
LU6006EAS39B;1;13263724
PO1500IUD48X;1;14670043
BI6374GCCCXD;1;8421937
TK7704R4MTDR;1;15364013
KR5367D6TB5L;1;10198323
WA2370ORJNGD;1;8671401
TK8976AARLCL;1;16978483
BI2968ZBS8HT;1;17196675
TK18354W79QN;1;14238446
KR3134OHDDAH;1;13410104
WA8723M44G9O;1;16065296
WA4681MPI88R;1;7474921
TK0962XAKULZ;1;14963905
WA9668F3V097;1;8686540
LU0564QUEAUR;1;6986831
PO62822C79VW;1;11277654
LU2063H0YH17;0;13242185
TK1868LTO4LX;1;12645975
KR2984IFBHAM;0;9239667
GD0152LKU8LA;1;19182642
LU1122V22Z5K;0;16461470
PO5669N0AY4Q;0;12368041
LU1419HJLI33;1;14705692
TK1411E190DB;1;16953140
WA3359GVXL5G;0;15721169
TK2622QQTG3O;1;8067727
PO97227KVDFG;0;19595915
BI34115VBHNR;1;18000086
TK787048CRS4;1;15978973
WA7287I9DF32;1;13680577
KR1343EAKHTY;1;6489941
TK2205EDYYOM;1;6093374
BI6891U35ZN2;0;8509273
LU5145RXB5U6;1;8779053
CZ99039X9WP0;1;12014601
KR3823MT4A0V;1;16598676
GD1597A274JI;0;14709964
LU685377OTCG;1;17267087
BI3681DFW2LA;1;14510847
BI88455SIDJU;1;8746360
TK7209YCN48D;1;16096722
LU5950KNC2B4;1;5247006
PO8953OJBT68;1;14823732
PO12120I4QYU;1;5061297
KR5785K2LPOY;1;19977737
TK4951HID9YQ;1;15713839
WA1416AUF2LD;1;16503349
TK1794SLKFQV;1;6907068
KR4057ROGDPL;0;13058901
KR0479NGBPFF;1;18776680
KR2417GCWBN6;1;16055587
BI4852DF8SPQ;0;6387452
BI0986NLFVKL;1;13048034
GD7319O4BAGO;1;15483543
KR9530TXKR30;1;10904110
WA7637UDKYEC;1;6766482
WA20311EYG3S;1;13316193
WA35194WZXMN;1;14348272
LU83746HLGIV;1;9397940
LU0304PYJ3FB;1;12159189
CZ835318KUD6;1;10369258
LU0209JLTW0I;1;19683822
WA3727X80HHN;1;9318024
BI7129LHSIAT;1;13270551
PO01661P8OHP;1;9503553
GD4059QXLG4D;1;7162978
TK5979WVG8ZH;1;12988868
WA4573FMDOVD;1;12630742
GD8171L69ANJ;1;9750980
BI69018T7DK1;1;6170930
CZ61806XBXS4;1;8104346
PO262900CYXF;1;17972294
BI6723LBPYV9;1;8990430
KR78787O9AVG;1;15553037
BI1656WG874B;0;15558084
CZ6971LIT88W;1;10506932
GD7721FOSCGT;1;12353301
CZ7175KNGWLA;1;12316530
GD2704S3B3OJ;0;14172412
LU9442K412EZ;1;10298411
CZ02151FN7MV;0;17600510
GD4914NAAE0H;1;11692717
KR2189SAAUR7;1;10862419
KR4210WFLSFQ;1;5363963
KR6399E842U9;1;14825139
LU4485377IR0;1;19089144
TK3004RSBYBP;1;11751688
GD72901AVFDY;1;14369181
KR5786FRQCX1;1;11262720
BI2950PZ2OBJ;0;17255631
PO8684JB2NKE;1;12365875
KR415949TMIL;1;11587747
PO8499IEMD4J;1;10110559
KR0755MXHOL1;1;11543733
WA5676VWCR9O;1;18668502
WA3903MI4AFT;1;12873089
LU6159KJJKP5;1;13797841
PO7502QUL19W;1;10639659
WA7775CQ3XD3;1;16798399
LU0212FGSYJ4;0;19948083
BI23948G0A6N;0;7968164
GD36360TKZGA;1;10198193
LU617686AYIB;0;6028706
KR818933EVE5;1;8173003
GD0427BEY3IC;1;7571522
GD9303HEU6AH;0;19716195
GD16640SAHH7;1;13379931
GD9275IJN0L6;0;8948719
PO2289MTG2E3;1;6975198
PO1425UA8YBG;1;15127770
CZ42368CUIQJ;1;17165649
TK1431WRL4KN;1;14836694
PO66050BEW20;1;10675668
CZ9198M8OWHO;0;12946980
PO1686TXTKPX;1;12074694
WA1724OZVVDP;1;14373082
CZ7201YW7JHI;1;18505721
LU6097T7FZ8V;1;12566907
KR9477K750IH;1;7609582
PO4126899HMP;1;15896858
PO4454F8616X;1;12778028
CZ84450KV17B;1;8931455
PO6241ZJNSYI;0;5092721
TK2089WRFVGL;1;18341829
WA57695YM7ZX;1;5323295
TK5463ECIDAW;1;18023600
WA3146V168A9;1;6646603
BI2107D8IERA;1;11635507
CZ5733QXLH6G;1;15619577
KR491264K83Q;1;18778549
TK5983SHEQOR;1;7011975
BI1619KJROBR;1;7166381
TK8144ZIE1RK;1;14135116
WA43009IYNIS;0;15267523
KR3259Q6C5XI;1;12638334
LU7611X5WC12;1;6012106
KR30186FOCAC;1;15974637
LU7900AKSCU9;1;10711235
CZ778716C278;1;14674877
PO9062RWIVGK;1;8796064
KR7073S5JJ2B;0;15092018
TK4210W3UI6W;1;14431788
BI7712HQ6076;1;17499616
LU4370BIAE99;1;7950581
CZ3767J79NGM;1;6684681
CZ247666Q4BI;1;16992664
BI0254ZLMU6E;1;8097113
WA8536HLCDW4;1;15056656
GD920837Q57F;1;5052513
WA75729GICC6;1;19488176
CZ7473F7LD3J;1;6540528
GD7864I9HG00;1;12619203
KR2329NHW3XP;1;18342086
KR1392B9PE7K;1;11082389
TK54534ON4OV;1;16301013
CZ762520GP9R;1;10577399
LU6431KVQCXH;1;14199372
KR3961S3SFSU;0;6016446
PO25358KDNC1;1;7014052
BI6076CW6PP7;0;14010993
BI49002ZFNE5;0;11800230
BI51044TT41F;1;10010082
BI2978KWKOOI;1;6682071
LU0065OA7NXT;1;12113795
WA4358PF0I7S;1;14433088
TK3061TUA9RB;1;10956760
TK4808JR7QNG;1;18207464
GD3044GTDDIB;1;7646691
GD2762EMTV33;1;6938325
BI551862L0H9;1;16299392
BI3605SZR13Z;0;18559860
KR2122PZUGBO;1;11204074
LU2551ZO4W07;1;12478762
LU4922CKOG0P;1;9880669
CZ5289LBFDX0;1;9361613
PO31260RPW7P;1;10201293
LU4419APDHDW;1;8539606
KR9819O88HAF;1;9287666
PO13434BMEBJ;1;12711587
CZ8214X1IVIU;1;18845053
PO0264W5V3X7;0;17239893
BI4921SP25C6;1;17406361
TK6726ILR6DM;1;16461387
WA2911YP3PFV;1;10685564
CZ4141CRDLDG;1;5948222
WA5410X3J4XN;1;15286856
BI2066GHH8CH;1;12639010
GD74106MNNZQ;1;17694806
KR880684KJGP;0;19978985
LU0516VMXRXX;0;12758149
LU028408F6TM;1;13917919
LU6785WBWZFG;1;18633685
BI15965QVMMB;1;13403896
LU3731OPM8DB;1;6606012
LU7255CI31OH;1;16240704
CZ44881KA7D6;1;12937133
CZ04253YNAQ6;1;14160949
WA9925PCHMMA;0;5869054
WA8902THKOVW;1;6250443
BI08616HV699;1;9026488
TK2436SHBLDW;1;14243796
CZ3066RY4MZX;1;15934842
TK2385VO6SI9;1;6610725
PO6889P5KTGS;1;7929161
CZ6324YW5GO8;1;18927139
TK5366U5G2OR;1;10659238
CZ7014EPV0OD;1;10641364
PO7165O7A1P1;1;14761530
CZ3206KD94NH;1;15614416
TK31882TQ339;1;15488705
WA5402IHNWJY;1;9740563
KR9576C73PZU;1;17387242
GD2543BW5P89;1;17225476
CZ40224NOS95;1;5012744
TK3141TKK669;1;16469242
BI6516QPDL82;1;12382835
BI5258WF8K6N;1;18894260
PO6668U2SF6B;1;14305152
TK86386HAIQA;1;19617534
LU5872IVEKCE;1;8226338
TK4482ZPI8DL;1;14594122
PO32458DKN7W;0;10726392
GD6801E41NTQ;1;11246308
CZ07059JVOWZ;0;15526571
CZ9936PGR13J;1;8555902
PO135948QBE1;0;9407094
GD4781DGRL42;1;7475931
KR6962H2M9ZV;1;18035664
GD7945S57UT9;1;9864021
KR86025VNZN0;1;12652760
BI5016V4ICL6;0;11379099
WA1223NRY6X3;1;7578744
CZ0177JOJQEP;1;6010496
KR8207HOLQBT;0;5451950
LU3673A6CXZK;1;17953710
BI6794XTE7RW;1;11572250
WA9460A4Q4YT;1;19216722
BI4057Q4QI0G;1;19406278
PO2033WSDXZH;0;9428110
GD2777NHY9YZ;1;5939773
LU9631EVXFSV;1;18946116
PO3353PQJ5IW;1;10231137
BI6685YKFVVL;0;5474826
GD1047H7WVJM;1;16212529
WA5332W601VD;1;17850343
PO8215P8HR2U;0;6015486
LU65275P5M4K;1;19263544
WA5131FC8I8O;1;19125414
BI00542ETNAQ;1;14080628
WA8670A22R2B;1;7905063
PO6060IYCPBP;1;13933672
CZ5733ICE8C8;1;13803475
TK4226X1JYX0;1;5930266
KR46111R7OED;1;12995362
TK9556L6IO47;1;14619144
BI6682M2LGLO;1;19271299
LU7180ZA6CUX;1;6105130
TK7894V7CJGS;1;15291020
GD3339809YNN;1;10319795
KR9811YM0VWA;0;13661037
BI4812V7DR6G;1;8646490
KR0481HSI6VY;1;7781155
TK7158O9044E;1;13634981
KR9757LWLI2Z;1;19359336
KR0534JZQPHU;1;13869949
CZ8728WSZXFU;1;12203946
PO28835OMR6Y;1;18784059
PO82619ST6AT;1;8882233
BI02829G6O0L;1;18463131
PO3596JKRQ9D;1;8184754
LU3097X0SJM6;1;14795130
CZ76865NUS1H;1;14548247
PO777534KN67;1;18349768
TK680893J3PX;1;19425303
KR7990BSF872;1;10065235
TK9141AI5RJB;0;11989543
TK3953BU3TEP;1;11805753
LU7693EKRABC;1;6791490
CZ93529ZRWNQ;1;14210320
GD5869JWO3O9;1;10295272
TK9245BHF7DS;1;15349730
KR4888JRZWYI;1;15606355
GD7841J9WVVT;1;8362472
PO6911EANC3H;1;13209867
TK6894MIH97X;0;11459524
TK8686PSLJ4E;1;9982216
LU36751MKRV5;1;17667774
KR3244552DQV;1;8683242
TK9928Q67DR2;1;13827841
PO643877MRN4;1;18167455
TK43083HSWQK;0;9580239
PO0474AO9MTM;1;9282667
GD1035GKBQ8G;1;6549162
LU58346TB6X8;1;12516546
PO6800JMYYO5;1;13934785
WA88480PZZD3;0;15507993
WA0566VRG7HS;1;19025319
KR1039FJ3S4T;0;8490321
LU8127SWAKN0;1;6578183
GD4021QOLEM4;1;8068390
KR1597JJYNH5;1;12536780
GD4867H4V528;1;9827051
GD3530AU9G2M;1;9676008
KR07148BLD5V;0;10591870
CZ97691QO6WG;1;5219173
LU698251FERL;0;11602972
KR20193CHY97;1;18225823
KR660984GIGU;1;6760713
GD9619J1OB6E;0;5145371
WA5384C49WVQ;1;13191781
PO26637YSXD3;1;16743437
BI0209WFCZ96;1;11082480
LU27790FMNN5;1;12037606
GD646576IGIP;1;9931277
GD9575LV4QIT;1;18715975
WA05604QXHTX;1;13993920
TK0819OT3CG3;1;8886867
LU4500OOA531;1;5660095
PO88479MYUJS;1;6365515
BI34200KXYCH;1;18794574
CZ1597M3FWSG;1;7010388
TK2341VY0AOA;1;5288556
KR3759X17DSP;1;14392128
CZ4936NMAJ16;1;6938458
PO5584NNCEGS;0;8007817
KR52709WDHT8;1;9275024
TK97266FZPQD;1;15235100
GD5665NZKG7Z;1;12962854
LU4970H4TF19;1;6045135
KR3484T2S9QC;1;6875826
TK5856U42MVI;1;15209918
WA81348767MP;1;6045980
KR7611FSM0XA;1;19013610
KR4208XGKWZN;1;16372530
KR4010OZAB45;1;9554563
LU6348W92SON;1;15640138
PO378276OJOR;1;18895415
LU6250647IKS;1;11692909
PO3471XJMXX2;1;15564715
CZ0669VUZA4R;1;16748223
LU2574FB05RO;1;6781409
KR0358AOTPWX;1;13426571
BI3406WYD127;1;12006864
PO67908ZQXY0;0;5784402
WA0512F7PZIS;1;14655613
GD0379WECRLG;1;18874341
PO6150A0AV7O;1;19533684
TK6430JYCFOY;1;9934758
CZ4440UP6ATF;1;17418399
TK08264SDC1J;1;19571340
WA21581G99P1;1;17655364
WA72119S2TKG;1;6779300
LU9164XK3NB1;1;15116193
KR15747F6797;1;9296919
KR9754XUN335;1;10570427
CZ37339G71WG;1;15913590
TK96351UVKGQ;1;16235539
PO3511NT5EK2;1;15296721
TK05628X4VOA;0;17760379
TK923775FSQC;1;9566354
KR9821OE0071;1;5045222
WA91647QNF25;1;9311793
CZ6651D7C05Q;1;16398603
BI4723AHU9OO;1;11998969
GD8701L2Z33J;1;16777273
TK2002U02I3Z;1;14331952
CZ5564RDZZ2Q;1;13125718
GD374850GB68;1;19526153
GD0407H7PPT8;1;9985195
GD7620JPCC2A;1;19016110
CZ5049MBWESL;1;18264930
CZ00381JN08Q;1;12322206
PO6786E23HFC;1;14878602
GD1217HYK4LV;1;14775921
TK705430AS2C;1;19441933
BI2994SI5ZIF;1;6491891
CZ1415YJTKXF;1;6765533
PO9980VY2YDB;1;8945491
WA23921DDMGY;1;5235977
LU5093RMFQRV;1;9269528
TK5368277YFK;1;12694551
KR4768C9ASK0;1;14291582
WA2255FF3M4C;1;7628431
PO1587PPTJ4B;1;13206402
BI6096H5DNZ3;1;8131863
WA3079C5PSOQ;1;9366706
BI5236ZN3BSQ;0;19397860
PO8640YVJ3DO;1;17974253
GD2179MZNX9Q;1;15773754
PO9984IVJBOL;1;7584160
LU1845SRX5CM;1;6612934
LU1980MOARYK;1;8774279
CZ2108C4H0YP;1;8865892
BI1740WLEM02;1;8526300
GD062416SNSO;1;15529613
LU1443G5KQVL;1;7457010
CZ0950D17Y2M;1;11080736
KR12843WMRVE;1;7345322
CZ1132JK6RVM;1;10666430
CZ1323ULJ0E8;1;9717831
GD9380O9O1N1;1;13475093
KR9830HHFW8K;1;14608423
TK1451KL3DS9;1;6513714
GD76638LNLO3;1;13856530
WA8514ZT5Y5T;1;15339240
PO3309DMLXGX;1;7055263
GD3274EBMF8M;1;14288699
TK0684F1YD4W;0;18493620
WA858420YO9R;1;12182851
GD779870ZGVJ;1;5600407
TK0432TUYSA6;0;18237289
KR558627MHTG;1;18032101
PO26680FXL6B;1;10801825
PO6318A4YTPH;1;6413161
BI8669YQJ0D8;1;5309139
PO67010NHACV;1;11519748
KR3337K7ZONR;1;9394686
GD366309X0N2;1;14280575
KR6131ZC7FBZ;0;15435434
GD1366M2A52Z;1;16891388
CZ8902SIRG41;1;6726736
PO3356A9CBL7;1;19886229
BI6036JAO57X;1;7920216
WA4025RROYGI;1;9180537
CZ7905KQD1ZU;1;8613711
CZ3027AFCLD7;1;18259337
GD2047NKEGTL;1;12647923
KR7758PGYRI7;1;16251797
TK68829TDX5V;0;10711472
BI04997CJS4E;1;18116449
GD25602YKDHI;1;9375587
WA5640B45U9V;0;17011936
GD3264XR7TU2;1;19183572
CZ77776VOF08;1;16431010
GD8763B9P5EF;1;18521763
GD6483790NPV;0;13070419
CZ9767CXQKPB;1;5945049
KR477018CING;0;5337349
TK35197CZP4Z;1;8220057
KR5756W5TI7S;1;10333621
GD53590G5W57;1;9018313
CZ5138SSJT85;1;17096451
GD9412918848;0;12707936
TK8777KBVKSN;1;9932119
PO138089MDUX;1;17170048
KR109942NBP6;1;14371823
CZ227899B9Z8;0;18470337
BI4321Q69XY8;1;15370766
PO2381PZYT8U;1;6767529
PO7367U9PTP4;1;6332890
WA7430YM8OTF;1;6685067
KR3583OMY4YR;1;14052079
KR8989OH188P;1;5168736
KR8374UGKZ5Q;1;8118751
GD1486E0FIBC;0;10874208
BI4244VLJ80I;1;9543447
CZ93980WAHCZ;0;6692247
PO6537AI6125;1;15236981
CZ7095CKR72S;1;10520879
PO8551SOWEE2;1;8814048
GD1899I7B5MX;0;10771717
LU2486WH6T78;1;19608553
CZ57404Q4IIO;1;8673048
PO9664UZ1MWC;1;14413697
WA5320H5HQ5G;1;7202185
BI9410Y3GJ26;0;19078071
BI3374VK9A64;1;11634787
KR1271XG9RF7;0;11619224
BI3133P43VCI;1;9403940
KR8758C07T4O;1;5310504
BI2116BRZ2KS;1;11970422
WA9944IHH095;1;17083357
TK18724IELLN;1;8702638
BI7225CLFLHG;1;14128250
TK1208IDEQGM;1;9608019
WA5353YFL2TZ;1;5514861
TK4825M8DPOH;1;18683391
TK2816JP9NL2;1;17757545
LU2700XS30XY;1;9570418
KR7834G6855B;1;15016926
WA28730GN2JD;1;12552667
BI3004OTIGRB;1;11774947
TK9384NQY8SF;1;14770695
BI6137BTU894;1;12807560
PO7874LL8W21;1;6737949
GD0425EG6A6L;1;14284165
CZ6660OF97IY;1;8671152
KR0522FA38AN;1;7264684
PO2579JM3GWL;1;19551502
GD3056TS7099;1;7302226
GD3997PWLGF5;1;12162306
CZ8392067S0Y;1;18759426
KR13809QFDKV;1;10494690
WA0366YVFI1X;1;13108711
PO7944BO38DI;1;8179355
WA4719JYG0FL;1;10362217
TK3433CT9DY9;1;15455061
PO6842GO9OTE;1;17536202
BI365101Y0UW;1;5185357
TK0066ATSE2D;1;14933933
TK0663JV7R2X;1;19811299
LU17067KTD19;1;12661638
LU8760N2MF7N;1;9072181
TK29219C9GAP;1;9712920
GD5621GHMSPE;1;15331444
GD426797LT29;1;15528981
BI8138R0CI6K;1;6963334
WA3046ERN5V2;1;8431993
WA7977ZQ9FWC;1;12926507
WA1810ICD6HG;1;12470549
CZ4945JDMWA1;1;8945041
KR2769ALWC5F;0;12679131
GD23875YBKM4;1;7949543
TK95601OQYAN;1;18946564
PO6737BT4VNX;1;15063340
CZ5448LSVC5V;1;12702342
WA9846BJH71T;1;17338930
KR0769PVAMTO;1;13424549
PO57313QSA93;1;17074956
BI8490LOEV8H;0;15434371
GD8893JU4NY1;1;9046738
BI4424DVEGUG;1;11190894
CZ1615KCBSAD;0;16378834
GD2423OH4YGX;1;6182341
WA8650HJHC73;1;17356377
GD07138B2CRB;1;9374596
CZ9391HG8NET;1;6247850
CZ214333286T;1;16255350
LU4431241ID9;1;18215355
WA8706C3P7QF;1;17017959
LU85747B0GGP;0;18716736
BI4081P35RGR;1;17690604
TK3080U4NJH6;1;18771131
BI427984708L;1;18804780
KR8982830GQF;1;6195971
LU4945CHTAB3;1;8194187
WA04039HAULE;1;14326128
BI6276DLUGLR;1;18352008
TK6196YO7JXK;1;18236910
BI8075N5G2TZ;1;17556130
BI7431P3JCIP;1;15379093
BI9332JTVE1P;0;19352730
GD0257VQ94JM;1;17243028
LU5737SGLG0N;1;18625930
LU6935CKTZ6X;1;9313510
KR16445G8JHP;1;5194551
LU1868ND0C9G;1;14854276
TK05318VHQ42;1;6606257
KR160338DHRN;1;5792963
BI977032PGRS;1;19145249
WA9215THW3M4;1;13349529
CZ42730VYIYZ;1;15482406
GD6499Z4EV17;1;17534448
BI7243SS1TXB;0;10146271
WA7240TD6GID;1;7819092
WA9257IDXJGF;1;18686517
TK95213G3KG6;0;7532485
GD2931BVXHU0;1;13104589
GD01110ZRYF6;1;14225277
KR7934YFHFV1;1;13260326
GD6637HF9MZN;1;18154372
BI1650YMK7KM;1;16891921
BI7449RKUPCZ;1;15478410
PO0658O93RS7;0;18373122
WA187588E9KE;1;14729718
KR94281RK7WQ;1;16980141
LU9921X8RUI5;0;10447786
CZ77095S05NN;1;12099782
BI3495DDEKVA;1;17527357
WA5582UKIAJP;1;12589684
LU3268ZPJ8QG;1;13105516
WA5779KBSRTM;1;7178812
KR2552J68CK0;1;15191674
KR8757THNX80;0;18008692
CZ2717ISPS8T;1;6230991
KR4525HG46RB;1;9047159
TK27157XPTRP;1;14039737
WA74861L4RAL;1;10496960
GD2472T9SPSP;0;10740572
WA63618IUQPK;1;5753077
BI5403FPH3YJ;1;7088807
PO2771MH167Z;1;9297721
KR285224VETS;1;5335497
TK2873FBL66J;1;13268884
LU3395FZ4DC5;1;13479633
LU887336EW3I;1;6635228
WA7725F8VDV4;1;10903037
WA70091YL707;1;12564800
BI6102UU5Q4A;1;12232685
CZ2414DPPQ1Y;1;17940969
TK46571LJR0P;1;8413806
LU9264EUBVT6;1;18883919
WA8001WKIRZN;1;16205185
CZ4923KVOHPX;1;16907735
CZ4762K6WFNB;1;5986097
CZ36605T2HS7;1;7984822
BI7566N7Y5CO;1;13773514
KR6573MMTI0J;1;13410570
GD7940SXNCL4;1;13693982
LU4137LVJDVP;1;17984272
TK04173VHDDK;1;12342168
BI88514K8MPG;1;8428123
GD1968TGCTJU;1;8965965
BI7304ZQF4E6;1;18117891
LU8421M7HPZ1;1;19783602
WA0621RA23YJ;1;8126863
KR7278EHBD9W;1;6012462
TK8155SXHGVM;1;10607957
KR422583DCCH;1;10497232
GD9045HG5D4O;0;11289346
PO1472HC1WW7;1;15642831
PO3883NSV55O;1;10723712
CZ6008Q3I36G;1;9774042
BI4588R5SECC;1;19417239
GD0990S7JW4A;1;17596871
PO50453AK3KI;1;6310362
PO6633JDAC0I;1;6951831
LU2646KIY55I;0;10902208
BI7617LO5Q3I;1;7558227
LU9059JGFNPW;1;14160708
WA5988HQ64HI;1;15752063
LU3146SQYOOU;1;9976434
GD27037C2O4N;1;19783416
BI38855IBC8N;1;19667991
CZ83117RY2E3;1;8422506
CZ3856WSO45X;1;19146485
TK4430YOKIXS;1;10937769
TK9707X5B7WH;1;16022071
PO1899PPKRBN;1;9401253
PO8707H7Z6TE;1;10712721
KR8406XGF2T2;0;7489243
GD90938QJXOB;1;19704363
TK24669FHA8P;1;14879208
WA6171GOZM4C;1;19540508
TK61536JVEXQ;1;5548901
