rental_id;start_station_fk;end_station_fk;cost;rent_time;distance;vehicle_fk;user_fk;correct_putting;date_of_start;time_of_start
871;50;55;126.45;147;2235;61;64;1;15-02-2017;23:01
872;38;2;298.0;39;5882;19;100;1;06-06-2016;03:39
873;86;6;355.15;50;7003;92;9;1;12-05-2017;07:31
874;22;41;427.6;82;8388;90;93;1;16-02-2017;13:34
875;58;70;634.7;12;12670;86;68;1;25-11-2017;13:35
876;97;1;710.55;113;13985;55;40;1;01-03-2016;22:47
877;97;36;450.3;20;8966;9;62;1;13-11-2019;15:34
878;29;49;580.9;50;11518;49;35;1;13-01-2019;10:05
879;79;87;329.95;82;6435;60;46;1;29-10-2017;23:17
880;41;27;370.05;61;7279;4;10;1;12-10-2016;21:47
881;20;33;355.25;179;6747;47;80;1;21-06-2016;05:50
882;87;1;299.05;157;5667;43;30;1;19-04-2018;13:22
883;74;82;368.4;95;7178;46;23;1;10-07-2017;12:38
884;47;95;318.35;159;6049;18;66;1;20-10-2017;02:27
885;9;82;573.05;139;11183;44;30;0;01-02-2019;08:36
886;25;99;686.25;133;13459;40;12;1;15-05-2018;05:07
887;76;19;215.3;47;4212;60;32;1;25-02-2019;05:22
888;21;14;367.85;125;7107;21;35;1;15-10-2018;08:50
889;25;29;612.55;102;12047;76;50;1;08-05-2017;21:20
890;24;55;81.15;41;1541;95;97;1;18-03-2016;02:13
891;56;48;120.8;140;2136;70;78;1;09-03-2016;07:35
892;57;26;557.95;6;11147;33;44;1;28-06-2017;10:36
893;59;26;649.55;173;12645;45;39;1;06-04-2016;12:24
894;54;88;527.85;108;10341;93;85;1;18-11-2016;16:59
895;18;9;313.6;19;6234;31;9;1;07-10-2019;13:54
896;14;100;474.05;102;9277;1;73;1;29-11-2016;11:19
897;76;10;139.9;43;2712;26;100;1;14-05-2018;21:29
898;69;69;517.4;47;10254;29;78;1;10-05-2016;21:10
899;48;79;709.9;36;14126;47;66;1;11-03-2019;11:03
900;78;44;457.0;143;8854;26;100;1;21-12-2019;14:29
901;83;96;543.75;143;10589;96;78;1;08-09-2018;01:19
902;56;64;214.95;148;4003;49;47;1;19-11-2017;00:08
903;82;83;337.45;94;6561;29;10;1;18-01-2019;16:19
904;18;82;393.25;163;7539;44;58;1;04-11-2019;12:13
905;90;48;577.05;165;11211;50;45;1;04-03-2018;13:53
906;88;47;719.25;95;14195;63;47;1;14-07-2018;05:18
907;72;48;413.85;33;8211;61;89;1;24-03-2017;08:43
908;63;47;477.75;73;9409;100;65;1;13-09-2016;06:27
909;26;38;383.35;146;7375;13;88;1;14-03-2018;09:57
910;3;82;189.8;143;3510;72;52;1;08-10-2019;05:11
911;88;69;251.55;129;4773;81;91;1;12-12-2019;05:05
912;71;41;450.0;24;8952;19;34;1;23-04-2016;16:48
913;25;61;491.0;22;9776;37;53;1;01-01-2017;17:51
914;84;50;122.3;126;2194;56;67;1;10-08-2016;02:11
915;61;30;589.9;88;11622;80;27;1;25-04-2018;00:09
916;5;24;101.15;11;2001;20;22;1;31-01-2019;13:35
917;83;41;642.45;54;12741;36;8;1;03-08-2017;13:07
918;57;79;309.35;155;5877;63;66;1;23-12-2019;06:13
919;81;46;381.9;118;7402;74;99;1;08-08-2017;16:21
920;37;86;111.8;79;2078;82;67;1;20-09-2017;13:49
921;47;57;252.35;57;4933;44;33;1;29-05-2017;11:56
922;68;35;691.95;43;13753;6;2;1;08-06-2018;20:30
923;54;7;71.2;30;1364;36;21;1;03-05-2016;10:59
924;19;9;213.9;171;3936;46;62;1;22-12-2017;17:34
925;100;17;41.75;57;721;69;8;1;24-08-2016;21:26
926;21;79;730.55;43;14525;95;67;1;24-12-2019;20:32
927;37;52;143.15;70;2723;63;45;1;28-04-2019;13:43
928;88;87;571.05;166;11089;64;79;1;24-06-2017;15:42
929;76;44;538.75;50;10675;73;33;0;21-10-2018;14:05
930;82;53;98.3;41;1884;18;55;1;03-03-2018;19:09
931;87;11;117.25;30;2285;5;31;1;22-07-2016;06:45
932;47;96;616.0;76;12168;91;26;1;11-06-2018;19:37
933;22;70;577.75;5;11545;88;86;1;16-12-2019;17:58
934;23;55;516.15;147;10029;74;38;1;02-12-2016;02:41
935;81;95;723.75;107;14261;47;43;1;05-07-2018;17:46
936;8;42;482.25;160;9325;71;40;1;12-11-2019;19:10
937;4;74;434.15;100;8483;8;1;1;12-04-2016;14:38
938;12;97;598.25;167;11631;29;90;1;13-02-2016;19:05
939;58;29;317.65;21;6311;22;61;1;11-12-2017;04:43
940;69;14;22.6;50;352;17;9;1;23-03-2019;23:50
941;23;29;97.4;116;1716;42;97;1;02-07-2017;21:43
942;29;15;303.9;46;5986;84;64;1;03-08-2016;02:01
943;24;54;145.8;83;2750;84;79;1;26-04-2019;11:26
944;16;34;225.55;62;4387;50;72;1;23-03-2017;06:03
945;81;80;247.1;125;4692;41;79;1;22-06-2017;01:04
946;46;79;672.0;111;13218;63;67;1;02-09-2017;04:53
947;17;6;757.2;87;14970;32;44;1;03-07-2019;05:33
948;5;57;470.8;10;9396;59;77;1;10-02-2019;13:11
949;71;61;157.0;91;2958;75;41;1;04-02-2017;11:23
950;34;42;306.85;119;5899;35;42;1;04-05-2016;08:33
951;74;51;638.3;16;12734;56;76;1;28-05-2018;23:58
952;47;37;275.4;51;5406;83;24;1;17-04-2017;17:49
953;67;9;273.8;45;5386;83;100;1;23-01-2016;12:11
954;76;62;217.4;66;4216;25;61;1;01-10-2016;14:38
955;23;42;81.75;41;1553;23;81;1;05-05-2017;09:59
956;81;3;89.1;61;1660;60;57;1;19-03-2019;09:50
957;100;48;109.8;113;1970;34;84;1;11-08-2016;10:13
958;83;15;474.75;151;9193;14;46;1;27-01-2017;15:09
959;16;14;335.8;89;6538;77;4;1;23-05-2017;06:52
960;48;80;395.4;91;7726;10;30;1;16-04-2016;21:50
961;29;35;94.65;55;1783;28;70;1;17-03-2016;18:16
962;32;51;491.75;6;9823;81;86;1;25-08-2017;06:42
963;42;71;69.5;41;1308;56;74;1;15-12-2016;20:14
964;75;84;607.65;76;12001;24;47;1;02-06-2016;17:38
965;9;60;745.15;147;14609;91;33;1;26-08-2018;11:16
966;49;73;532.6;36;10580;21;38;1;01-06-2018;04:01
967;73;99;678.4;30;13508;1;94;1;03-10-2017;13:50
968;88;90;751.1;154;14714;55;11;1;01-12-2016;21:07
969;73;29;100.75;87;1841;24;97;1;18-01-2017;07:24
970;96;66;629.5;89;12412;68;92;1;12-12-2019;16:58
971;55;41;165.1;123;3056;4;59;0;22-11-2016;19:46
972;71;32;613.5;149;11972;43;100;1;07-09-2017;13:34
973;63;43;687.35;109;13529;43;5;1;19-02-2016;03:35
974;76;73;319.3;139;6108;31;90;1;11-02-2018;16:51
975;16;68;477.3;39;9468;100;39;1;30-10-2019;09:07
976;20;65;477.1;44;9454;76;48;0;18-10-2016;01:21
977;41;12;81.35;82;1463;82;28;1;28-11-2016;04:53
978;6;18;165.15;150;3003;87;74;1;15-02-2016;09:09
979;84;44;221.55;21;4389;26;60;1;16-05-2018;00:22
980;52;71;339.1;140;6502;46;67;1;29-09-2018;18:29
981;7;80;486.3;162;9402;37;34;1;09-12-2016;21:46
982;82;52;636.2;60;12604;7;75;1;12-03-2019;15:10
983;42;69;78.85;93;1391;40;83;1;11-11-2017;06:48
984;22;99;499.65;61;9871;30;73;0;28-11-2018;21:32
985;8;25;377.85;70;7417;32;45;1;10-01-2017;09:39
986;8;31;225.55;153;4205;46;55;1;09-03-2017;14:59
987;58;60;129.7;133;2328;41;61;1;12-12-2018;10:47
988;1;78;550.1;159;10684;12;47;1;02-02-2016;06:28
989;59;91;130.65;155;2303;87;55;1;19-11-2017;06:33
990;63;6;39.0;57;666;10;66;1;02-03-2019;21:38
991;63;45;176.9;5;3528;67;51;1;22-07-2018;03:40
992;10;1;144.9;11;2876;52;36;1;13-08-2019;17:13
993;48;85;485.6;159;9394;37;42;1;01-03-2018;18:55
994;99;18;672.2;127;13190;63;80;1;27-03-2019;20:17
995;21;19;338.55;172;6427;22;22;1;15-07-2019;12:12
996;70;34;646.25;51;12823;70;40;1;29-09-2017;12:47
997;1;83;195.4;9;3890;62;78;1;28-04-2019;02:02
998;48;29;455.4;169;8770;65;68;1;14-03-2016;10:23
999;35;85;487.6;83;9586;13;84;1;14-09-2019;10:03
1000;89;39;73.45;141;1187;54;44;1;09-07-2017;14:16
1001;110;24;688.7;45;13684;59;64;1;29-09-2022;18:33
1002;98;109;457.5;143;8864;93;30;1;21-05-2023;20:38
1003;89;10;657.4;28;13092;34;75;1;22-08-2022;00:37
1004;32;40;517.4;162;10024;81;41;1;03-09-2020;03:09
1005;85;97;301.4;9;6010;14;95;1;15-06-2022;02:41
1006;104;104;566.3;171;10984;110;10;1;30-11-2022;14:52
1007;106;95;354.9;40;7018;28;64;1;21-09-2021;01:25
1008;14;74;238.85;33;4711;89;23;1;19-02-2022;13:59
1009;28;74;642.6;38;12776;20;92;1;16-12-2021;13:49
1010;105;56;94.0;19;1842;20;38;1;20-05-2020;18:32
1011;65;9;97.65;127;1699;59;69;1;13-06-2021;13:22
1012;44;52;108.85;100;1977;90;41;1;10-03-2021;09:37
1013;75;79;617.3;84;12178;47;42;1;25-02-2023;02:13
1014;69;94;677.8;174;13208;15;88;1;02-10-2022;18:09
1015;69;84;237.65;26;4701;81;110;1;13-06-2021;05:41
1016;84;4;323.2;156;6152;63;100;1;21-07-2021;16:17
1017;51;67;575.6;30;11452;87;108;1;04-09-2022;11:47
1018;21;13;308.15;116;5931;58;8;1;29-12-2021;23:40
1019;60;28;141.15;147;2529;96;16;1;08-11-2020;12:57
1020;6;87;44.25;122;641;80;9;1;13-09-2021;12:39
1021;30;90;70.6;43;1326;31;33;1;27-04-2020;17:51
1022;7;67;271.35;169;5089;37;87;1;18-08-2021;02:12
1023;27;96;188.85;94;3589;18;14;1;04-12-2021;12:35
1024;72;48;650.35;5;12997;8;54;1;22-01-2020;22:15
1025;17;104;551.6;23;10986;79;66;1;07-09-2020;02:52
1026;56;53;242.15;28;4787;46;70;1;05-03-2023;13:45
1027;29;12;617.45;39;12271;67;102;1;09-09-2023;05:07
1028;110;26;138.1;141;2480;15;32;1;01-09-2021;12:52
1029;101;59;161.85;47;3143;90;40;1;05-06-2022;09:26
1030;89;15;415.15;163;7977;108;86;1;29-06-2021;17:35
1031;14;72;359.8;25;7146;19;88;1;07-05-2023;04:20
1032;29;16;534.85;82;10533;85;68;1;03-10-2021;06:06
1033;15;101;19.95;30;339;93;60;1;27-08-2020;17:37
1034;105;76;159.15;111;2961;27;78;1;02-03-2020;01:55
1035;73;100;29.3;62;462;63;81;1;23-04-2023;10:23
1036;91;83;422.15;180;8083;26;30;1;16-12-2020;12:48
1037;79;101;502.7;6;10042;30;107;1;11-11-2023;15:25
1038;87;108;429.3;143;8300;27;44;1;23-12-2022;23:26
1039;3;59;237.3;176;4394;71;59;1;19-02-2020;01:11
1040;28;57;295.15;129;5645;22;60;1;29-07-2020;17:44
1041;92;108;649.15;70;12843;100;79;1;07-06-2023;14:02
1042;95;74;718.45;12;14345;80;88;1;16-08-2021;19:51
1043;2;6;92.75;119;1617;80;79;1;28-06-2020;14:56
1044;98;95;626.75;78;12379;96;27;1;12-07-2022;14:07
1045;92;25;425.95;68;8383;71;18;1;04-11-2022;05:53
1046;85;50;254.65;93;4907;65;102;1;31-10-2020;03:01
1047;47;28;587.25;109;11527;99;37;1;24-04-2021;19:48
1048;41;46;130.8;44;2528;17;44;1;10-05-2022;03:17
1049;29;84;532.3;121;10404;22;43;1;13-03-2020;11:28
1050;76;91;55.55;147;817;79;39;1;23-11-2020;04:38
1051;23;4;331.0;176;6268;88;84;1;27-12-2020;04:22
1052;66;14;493.2;66;9732;34;68;1;04-12-2022;06:09
1053;33;76;681.75;45;13545;25;101;1;24-04-2022;12:23
1054;69;66;145.95;48;2823;87;19;1;16-07-2021;06:31
1055;101;32;96.2;39;1846;110;76;1;06-12-2022;13:46
1056;22;50;19.55;56;279;41;33;1;10-02-2021;17:16
1057;47;29;591.9;75;11688;46;90;0;06-08-2020;17:51
1058;47;69;282.75;50;5555;110;46;1;16-07-2023;21:48
1059;101;109;259.55;111;4969;59;45;1;05-05-2021;05:05
1060;21;25;331.05;68;6485;23;62;1;06-12-2023;12:27
1061;66;41;125.35;25;2457;5;48;1;20-08-2022;08:24
1062;87;86;633.5;173;12324;102;2;1;04-01-2023;00:13
1063;37;24;171.7;17;3400;18;37;1;29-07-2022;07:45
1064;62;51;646.35;139;12649;70;38;1;14-11-2023;05:13
1065;5;32;76.7;62;1410;52;27;1;14-07-2021;23:38
1066;54;100;705.45;25;14059;23;100;1;05-01-2022;14:15
1067;100;79;298.4;135;5698;2;41;1;11-07-2023;19:19
1068;40;66;63.6;92;1088;9;9;1;25-08-2021;02:42
1069;31;43;458.0;60;9040;8;83;1;18-09-2020;17:20
1070;93;51;498.45;113;9743;82;58;1;15-08-2022;06:29
1071;43;31;662.05;171;12899;108;66;1;06-04-2023;01:03
1072;41;63;623.95;16;12447;40;3;1;25-04-2020;10:05
1073;68;28;258.6;30;5112;88;37;1;13-12-2023;07:49
1074;13;77;408.35;109;7949;49;53;1;12-02-2021;10:39
1075;98;85;41.85;6;825;3;32;1;21-09-2023;00:37
1076;31;53;214.2;44;4196;108;88;1;24-03-2023;12:05
1077;22;52;555.3;174;10758;89;54;1;10-05-2020;05:32
1078;95;65;292.35;141;5565;2;49;1;27-09-2023;17:42
1079;55;95;139.9;87;2624;69;21;1;26-06-2020;09:17
1080;2;60;224.65;60;4373;102;25;1;19-10-2020;10:55
1081;100;54;636.6;155;12422;75;14;1;17-08-2021;02:47
1082;94;27;335.75;126;6463;21;72;1;05-03-2021;21:33
1083;50;18;675.2;125;13254;27;50;1;02-04-2022;15:15
1084;73;27;413.55;69;8133;105;47;0;06-10-2023;20:19
1085;64;97;448.8;43;8890;46;70;1;16-12-2020;04:30
1086;43;79;614.35;131;12025;39;86;1;14-06-2021;16:05
1087;92;105;347.25;60;6825;76;10;1;19-09-2022;10:35
1088;67;96;750.0;60;14880;43;83;1;18-06-2022;20:45
1089;48;91;656.1;89;12944;65;19;1;16-11-2022;19:33
1090;39;9;63.25;174;917;90;79;1;24-06-2022;05:50
1091;74;56;348.95;41;6897;105;74;1;08-11-2021;08:35
1092;99;55;81.55;114;1403;62;50;1;20-03-2023;17:05
1093;94;90;576.45;130;11269;22;75;1;11-04-2022;16:40
1094;97;30;709.75;116;13963;60;60;1;10-03-2020;19:39
1095;66;53;125.85;22;2473;40;107;0;04-03-2022;12:52
1096;67;41;562.05;75;11091;65;22;1;09-05-2022;00:54
1097;90;14;240.85;83;4651;27;9;1;14-02-2022;06:22
1098;68;22;344.35;131;6625;86;23;1;02-08-2023;13:05
1099;20;90;204.3;104;3878;7;47;1;11-05-2022;17:24
1100;13;88;489.3;76;9634;18;61;1;10-06-2020;17:08
