License_Plate;In_Use;Capacity
LU4087XMHFEC;1;8656280
CZ3704V6O7DM;1;15655104
WA8162MK69NT;1;15263344
CZ6537N00SHC;1;15555650
TK4508OKT7T8;1;16236690
PO0717EQWKQV;1;8607402
WA4265IKR34H;1;15951411
BI5945R9E9ZX;1;14887921
KR9850MROL19;1;19549936
CZ4065D7VV9Q;1;17252928
TK7478O6ICIA;1;6360268
KR98446O80EE;1;13853272
TK6501090JMB;1;11713159
WA07650TL88T;1;8223241
CZ1522CYC0F2;1;14023056
LU432175R8JN;1;11249530
PO4343LLSSFM;1;10141450
GD4132P19FIS;1;8915046
CZ2903L9RVV6;1;14494203
BI3561X5PIGZ;1;19337011
GD1852XEQG87;1;5158328
TK9467HM9NV7;1;6858188
GD5858EL4QL2;0;10812697
WA9586GUU580;1;15715697
KR81533RX7ND;1;9286461
WA2614CRQ0DH;1;8532125
CZ07950MZIY1;1;14459173
BI0790NENVL9;1;16921188
TK8727I1TGAE;1;18669475
CZ1705G4JGJJ;1;6701962
GD9319G2JSKB;1;18132672
BI8200AEEOSV;1;11390316
LU8438F3TL7W;1;5938051
WA6046N389UN;1;17195430
PO2101WH1I81;0;17259560
TK2509IKP0TK;1;19912565
LU63544JHQZQ;1;12426611
LU3953YQZYUZ;1;19101706
KR614930G786;1;18336755
CZ4855EY2CJ1;1;8785982
LU9269GMZ8XM;1;9391493
WA9906LR1H24;0;17812291
WA2086YZJD5F;0;15675487
LU7423EONOVR;1;13305541
KR4980KSQY2F;1;5692087
BI0344K9APC6;1;19387656
BI7214DOABHI;1;17265927
LU4118QM2DFD;1;9438861
PO12413CXU7G;1;7238399
PO1947V1I26P;0;10810774
BI4416TUAL29;1;12512721
KR8576ULQRSG;1;11012077
BI2276MBKJ69;1;14915701
GD6695O20NAY;1;15455903
LU2046KPMW4H;0;9033424
BI2408XGM2IX;0;10042514
KR55261IJCB5;1;5016400
GD0350HRTAQT;1;10324237
PO6709SNZTAI;1;8708656
PO0003YBJOCT;1;13024534
LU8661P1DSV8;1;19592711
PO99932Q1PBH;1;6056623
TK1552B6T1MN;0;14864273
WA4320148Z0C;0;13485986
LU9237Q5OFFU;1;8274415
GD9188H1HTX0;1;17682367
LU4070HZFMUV;1;11686582
PO4046NI7GT2;1;10122593
GD50171Y0S5T;1;6631352
PO1109P8VTOU;0;6574512
GD31246CZXDD;1;9320183
WA45859KPVEA;1;18302764
BI1728NDL9I9;1;16160526
GD22422PP2PZ;1;13801549
LU62599SVUOL;1;7946720
WA3585V0YQ95;1;13479663
TK2949UBF1BF;1;10153507
WA7387QNDAXS;1;19100680
TK5010N9T2D6;0;10549919
PO7799X0ROR1;1;14266069
LU0874Y7ESTZ;0;16965555
KR1451O4NUV1;0;6284222
BI8217TXULK2;1;6284244
PO7238WTTBW1;1;8412913
KR1215I68G3V;1;15301988
CZ02367N9M9U;1;15244786
TK9485VRXPFI;1;16910840
PO2371917YEY;1;5872031
BI92779A8977;1;14814956
GD4874PV6HIN;1;8236631
TK1596Z04OG5;1;5359813
CZ2972NHFYFB;1;5097195
BI5389BHY0D3;1;5279366
KR4870VQ16G2;1;10728773
WA9383ASX4SC;1;18443855
LU1586FL9BEI;1;11608615
KR2407A59OUC;0;17251042
LU7023BK1FAF;1;12844968
GD98480HPJPT;1;6563427
LU6094NJGQID;1;12048536
KR2591JRD9V8;1;14438567
CZ0278JWTM0H;0;9881560
KR9448E5V4MM;1;15680656
PO4354EWMG1P;0;17890453
TK8519M04PB0;1;12262471
KR5333VXWU8V;1;12590960
PO54636GJCBW;1;7749624
LU9425CR9XUI;1;18615066
TK55214I5POY;1;8244656
CZ5061NKBCCM;1;6559524
KR6758Y611RB;1;16292976
TK4182XLQ78R;1;11122274
LU4583NRQDFB;1;9375129
GD11100C22HW;1;10230756
TK2850AQQ0UX;1;9938423
PO0665XV8W0O;1;18161942
WA2688HHK8I5;0;11910798
GD3413NZR7ZE;1;19845169
BI2353EKSVCI;1;19169217
KR3301Y9NADX;1;5676141
TK5295WVDJ6U;1;13332114
LU6858Q2DPYG;1;19608380
WA61783NER9O;1;14558265
BI4280C13RK4;1;7984815
CZ7621OB0AEU;1;18885570
CZ9401QIHC1R;1;11707380
CZ2467HOLB31;1;12949873
TK3743MLUOC4;1;14818051
GD7756H68A14;1;15592541
WA7026DZVAQA;1;9753803
BI3041AYHEJD;1;7567265
BI4695SQD41B;1;14061522
CZ8409D65ARD;1;7006226
LU1450R7T0BU;1;19330605
WA0263BYOYLA;1;5256666
WA19101GDEGB;1;16205153
BI5139J92ME5;1;9141527
BI7993GFZNX8;1;7479189
CZ4720YIY7Z7;1;11351282
GD93094R9RX3;1;13649145
LU5557F9BGWV;1;6958519
KR84167FMUWN;1;5972103
KR2744YB6NAN;1;11858872
GD9739HMGEQR;1;13463883
KR5624036D0L;1;9922761
WA0546NAAAPE;1;15880679
GD7997XPF5VJ;1;16951698
CZ5121P4KLHQ;1;14719798
KR4580MVPOX3;1;15133415
WA7752U3NG2K;1;19350060
GD2995PJJH6X;1;10580894
CZ15677E9MP8;1;15076621
PO1450NVQHVM;1;17737053
LU53068ZWC14;1;9783807
PO3026W1R86G;0;5929386
KR79980YMPWJ;1;14972836
CZ1821XBUMQI;1;9017073
GD1318ODORQ8;1;15017972
LU83748XNOM1;1;5872711
CZ4352MDKNUU;0;8566375
WA4243EURA0Q;1;12793696
CZ8222R1TG2P;0;18239646
WA6190ORMYGH;1;6205725
BI8954FD80I4;1;13633507
LU8617FFJSOF;1;8303358
LU2217USSJH5;1;13279882
CZ1409YM3STW;1;19006885
GD7439BC1EI9;1;12021786
PO5772TQ269D;1;7977147
TK67956I3AIC;1;9185401
LU8594U513VI;1;12958691
CZ1677GWAE9I;1;11946838
WA6490W74QJ8;1;19284246
GD4995EVDTE8;0;7096200
KR9987C04CSV;1;18778313
LU5164FHGIZC;1;18744258
BI98403XGKB3;1;14075108
GD9162PN15TN;1;14655041
GD4500021WJM;0;12129732
CZ17743O4KQ8;1;6791906
CZ1998VDCSZF;1;12330484
TK6023C6VZUZ;0;9202399
TK1701RRO5WQ;1;12646735
PO0970K3WJP6;1;13205201
LU3127JCLV7Z;1;12430608
GD4875HTGRGA;1;14100109
LU4660PH4XIN;1;7870490
KR0496R7QU07;1;18408751
CZ3413532A7R;0;15889921
WA7199697NMZ;0;11599697
PO1175OEBD7A;1;14319560
WA11034IMM95;1;9773488
PO43286S5C6A;1;13901882
CZ2464NV2W0W;1;8779681
LU4828MQNJJU;1;13419245
PO83020N95LT;0;17349945
LU8862UDEHTZ;1;12416200
LU5200ICH96O;1;10230230
GD3131NRIXTY;1;12766856
PO8500LY36TM;1;16398366
LU33547C5G8G;1;17877554
CZ35938PUMMG;1;14187221
WA4464SPBX65;1;19745311
TK8787BJ8PW6;0;19217840
GD2236B43X98;1;19116392
TK3714S6MTPU;1;9433612
PO7138N1TY9V;1;6378766
LU2876PLUO7M;0;6749709
CZ4359C0GLZJ;1;14985578
CZ69437VBI7R;1;7994275
TK5703FQTH70;1;15762732
CZ744645IY9K;1;17277062
GD8474TKSN15;1;18822858
TK3203X5TIE9;0;17476581
GD9565GA9VH8;1;13096587
GD65418DGS8C;0;5359386
KR2960DNSV73;0;5041018
LU7350X7A6BY;1;10295818
CZ5538YA80G5;1;14666602
BI2672HQDQNB;1;15443766
WA2819KA1U5S;1;6588578
GD0517I5WD3S;1;5089415
WA80064AYR6Z;1;17520136
KR2586GG8JQX;1;16053652
CZ81461U18SC;1;18264982
KR37945CIPHS;1;8588464
GD2232BWT343;1;12106768
BI32718MBYA8;1;6864366
CZ2127685BN6;1;5985717
BI591380YF8Q;1;9703205
LU72354EWLX1;1;13499813
CZ5922BTUK7N;1;14308270
PO92492GDW1K;1;14586041
TK53639AM2EL;1;15230245
CZ7228XUMHF9;0;16259934
KR8623VGMBR7;1;12499567
PO9510VA4TKU;1;10059965
GD3433TXB0U8;1;19078192
BI5882H4PKO5;1;19611738
WA5719PM8WR7;1;11221373
PO1257MV9YYE;1;16554253
BI6868YD96CW;1;8570979
BI80406A2IT2;1;19650154
LU56095YPN29;1;13434032
PO352131LJ1I;1;5753427
CZ6011T2EI28;1;19281156
BI42350G74PH;1;5812134
BI2219UGJW9O;1;5615471
TK9422JYE8OR;1;9135399
LU66940JC3S4;1;7352388
KR6138CN7U4T;1;5730603
PO1480BI0V2P;1;18923473
CZ9794P1PCXR;1;16920380
WA1212EJ3G58;1;7408610
LU6927P7O3L9;1;5890876
LU3069H23OKF;1;7906232
CZ8604NFQJXV;1;12076651
WA8043QRQ9GZ;1;5721946
WA5751NNF4XO;1;5681089
KR7807GURZTW;1;9170400
CZ9190JJ4DHT;1;15742919
KR6250UMMZ4H;1;16588519
KR0380R0K97V;1;19514732
BI7407HV9SQ3;1;14122157
GD6419YGKFTM;1;6073126
WA1244KOZ2GZ;1;19591938
KR3354XWAZSR;1;19025944
LU4898J0DCEV;0;7279916
WA9812YCAA2A;1;19788487
CZ6556YZXSU1;1;5493669
WA7016VGXMUY;1;9314824
LU4484QXEAG5;1;6888399
WA92345ZRHHY;1;11928037
KR8905ZR0RA3;0;8009451
BI6267BJ87G7;0;14186417
GD968087N21O;1;8619005
TK6881PVZSI6;1;19731739
KR05140P0TZD;1;14863624
TK5023U8A74S;1;6710831
CZ50778ZV558;1;17184122
TK2694R3FUB2;1;6669148
KR69659ALAMP;1;6367887
TK14817DCD1U;1;6800824
GD9819DX4ZVQ;1;19922479
PO7246OH4DKY;0;6083996
LU63778L36TR;1;16352094
WA5129TQGCF6;1;12332821
BI9117E4PFKL;1;5409848
TK6782GXUPDM;1;8100853
BI31419OV1WP;1;10648891
TK7226TRQ1N0;0;18529531
PO56893DFH2G;1;10586271
BI5254W4GMUB;1;6624423
BI6749FE2RJC;1;7555353
GD4700NRC71O;1;16919043
KR1964C18QH7;1;12170212
TK2634W5I4TX;1;19929152
WA1339NPNX7T;1;16791269
KR4244QHJ9DP;1;7069857
WA1419Y991D4;1;5012757
LU6876NMXYYB;1;17393386
WA5443AYFHKD;1;7514160
LU2959SHG1XE;1;17807432
KR8951NZBZSH;1;16886160
PO1917EV8O7B;1;17806818
KR5879669LFB;1;9589372
TK1653M1A3LK;1;13302799
KR0920I6J4XF;1;13515738
KR8161AMADSF;1;7238770
WA37387OXMFG;1;5869760
PO50428U22SE;1;7755988
BI0772DADQVJ;1;13802363
PO5425MCQ20H;1;8046915
BI85062FETY8;0;6080835
GD8171PEP9U8;1;9061979
BI2086EFDMMT;0;17850119
CZ7760KYE95L;0;7136693
WA6727MDTMSP;1;15865335
PO46919QKJMX;1;18108656
CZ5770JB6OXH;1;7251131
CZ2777GD8H7F;1;5136738
LU7043J28O1I;1;18968174
BI3116VBED2O;1;5842284
KR1773X72PBE;0;11803358
PO5343J96LWK;0;16078513
LU07838Z8LDF;1;6332167
WA3559J5ABHY;1;8197539
LU0194CZXTL0;1;11656121
PO8666GHXHDT;1;7515555
LU89117XALYE;1;17140625
GD6333PD9EN1;1;16290930
CZ05290EFLZG;1;7912587
CZ8688H9HGKP;1;12019419
BI1668O3HNAR;0;7162751
PO5533O51BV7;1;6322039
KR9385156DSN;1;18656512
GD86241I2WN0;1;7108572
PO0092J79FIE;1;16708772
BI0394Q2U77S;1;8930033
TK8917ITAYZ0;1;18326131
GD2085183950;1;17357931
WA59668WCVDO;1;8927018
CZ62043VK6D6;1;8943874
TK9730U2BK7J;1;13439520
BI5740GWUPJ0;1;7747324
TK71524EGKD0;1;19986539
KR9113V4URC8;1;19818328
BI2870GNAK68;1;16552679
KR8664D38B9X;1;18775572
LU1543TZX7F7;1;13483287
PO4017HMFZ1G;1;12135594
WA8886WHL883;1;8256239
GD8264TUF2HU;1;18815864
CZ5209548ZH7;1;11110742
BI4562ND0SXX;1;16892151
GD9532NVKZ0W;1;7714331
KR4051EH4YJ6;0;7060171
LU7158PMAQDT;1;12587810
KR2764F1XQYS;1;7375383
GD2736LS21UF;1;12018118
PO9125041UTA;1;14095643
TK634487EREL;1;12549449
BI2608GAY1XG;1;9903137
BI02681QG0CM;1;6707663
KR9980DOUSAB;1;9244012
PO65076SR9H1;1;8974288
BI11827JOYPM;1;14351076
BI1394U7NUK7;1;11951284
TK6660J3VFSE;1;7328844
BI58871ZBFNH;1;6843009
LU0335R8ZPYV;1;14842635
CZ3276FQ42GV;1;11544437
TK8078J69J0W;1;14978432
TK06554LSGZI;1;15528558
BI7742GQXQTJ;1;16177396
BI4382TH3V35;0;10404647
BI6586HJMT3O;1;16503217
PO4312GT9HX1;1;13643362
CZ5041R70WMD;1;11457090
KR2770XQ704H;1;10309273
LU618275PEW7;1;12662717
TK26841PJQE2;1;11797661
TK8167B9Q4BD;1;14591654
BI71280KKN6K;1;10787150
KR9338EC9C10;1;16867988
GD14061BQL67;1;14443088
LU0853DYR6ZO;1;13598342
WA5166I6N8TJ;1;11834019
BI9212D8CGAD;1;14887922
CZ7763BQ2IL3;1;17016983
WA72230LHG7M;1;12055770
BI2457U90BW3;1;5378577
WA06758S5IZG;1;17087228
BI8696SUJW2O;1;17680049
BI7203L0QABL;1;7778035
BI3197ALV7XD;1;10711629
WA89685H5LRQ;1;16078185
GD65952ROQY9;1;16764046
BI5755EX4FCY;1;12406693
WA4680C9W91U;1;5997024
GD7816RIZT8B;1;14502674
CZ9383Q91C3U;1;14907345
CZ3627E3672A;1;5655720
LU9869UKSJY3;1;9548054
LU9838LQ24OU;1;5814084
KR52681FYF0M;1;17803555
LU2862LOPCQD;1;16230789
PO1799ZGVL3E;1;14304482
WA2729MA7ENT;1;9495269
GD00269ON6KU;1;7204807
TK4587VSFFJN;1;11672763
KR72059EHKPI;1;9353639
BI4750OB5E3M;1;10659693
PO3104M4NJVH;1;13844330
GD4458X1A243;1;13188474
CZ563289E7SG;1;17177514
LU6862UTCI72;1;7611197
TK09794LEVX7;1;6893047
TK3670NUEZSH;1;9160188
CZ9736ABDNBH;1;15387707
TK9559TX5180;0;16184179
WA9478UEHCIT;1;5941346
GD2897HRHQMG;1;14487917
WA06968W2BZI;1;19228946
PO75719X0R76;1;6133169
KR0478C338UO;1;19159688
WA24297YYVX3;1;5928160
WA6732HENVIB;0;14433268
WA5468BK7Z1T;1;19500775
PO6260CHR393;1;7286971
PO0668XORJH1;1;17339508
WA0096YIXEPW;1;8920410
GD3605NOT9EH;1;18940358
PO81177JN6U4;1;17316668
TK2025F6507P;1;17296914
LU25597SUIT5;1;5395031
KR7773RXAVBB;1;13629024
LU2225VPIY2T;1;17299818
WA17589OOHAJ;1;12246602
BI5536RPNNC8;1;16291021
GD94798ZKDGG;1;18517827
KR8766WBPSOP;1;10038192
LU4357YXAPPY;1;9337948
CZ3504Z2ILFE;1;15827284
BI357159S3JX;1;18224846
LU3645HTWIKO;1;7356665
LU7376OAFUS2;1;12695875
LU0919RAAL2M;1;11644775
TK01820AD75P;0;6007258
BI353002D908;1;16315343
LU0246IM7RVX;1;15169529
WA26345ZDWCP;1;15744458
PO7859INN5PR;1;17843670
PO1140I9W8PB;1;16484082
BI6202UU1ISI;1;10537709
CZ5546CL9B4H;1;14251276
WA1671X3KKNJ;1;14548315
GD73235Q4BTF;0;16813891
GD9957UWSGLE;1;10790886
WA7896SKJJCM;1;11674588
CZ90363KUWYX;1;18731887
WA3186TCWSKI;1;14943501
LU60000KM2ZM;1;5914692
CZ7402T2GVTR;1;18927551
PO0615EGAWQK;1;13340806
WA410732YO7Q;1;18516619
KR0211NC557N;1;12140099
BI6601QP7FGB;1;18687338
WA6299TTQEDK;1;14515534
BI9050O853UT;1;16399918
TK0980FAT3SP;1;7556309
PO6977F577TQ;1;6860694
GD4062GG9XUA;1;9693697
BI5523R5PNH1;1;17459931
PO61805IE96X;1;14021462
CZ7675FHNDD2;1;15319304
KR1606JGO28O;1;7670258
GD2720S5RZRJ;1;5804294
KR5273NA0Q00;1;13498465
PO5178BGUJNV;1;19691347
PO1455U479UC;1;16383918
CZ426059ULM4;1;13948123
TK88522RRE1W;1;12326234
CZ0664JU8EM6;1;7936103
TK3381KX449H;1;17803832
PO7124RIK5D0;0;19060768
WA33664Z9LTX;1;13058214
TK64949VWIMG;1;17416407
LU68238NJTE4;0;8555720
BI4889BE27BZ;1;17701809
CZ1370KZC5NN;1;14860047
KR6183SRYUFM;1;18593800
CZ9175ZGBIWC;1;14784624
LU345514J27U;1;8063560
CZ8780GWZ10D;1;16855127
BI4557AN1FKG;1;14214719
BI42407DKOGF;0;13955999
TK41518LTDZR;0;18400880
CZ1884JUNF7T;1;13202182
BI2936Q30TWY;1;15310603
GD17677GSZGL;1;11514311
BI29483TERJP;1;10276151
CZ562104O8QN;1;11722142
LU7573IIXNCB;1;13880685
CZ946964VKXO;1;9765602
PO343238AD7I;0;5312340
TK14511XVRM4;1;11827332
CZ2601IRVMOK;1;5791274
BI73701C78LS;1;7569321
GD1672QGEK1E;1;19358388
PO9536FUW0QE;1;19997743
GD43157T8RJU;1;18473492
LU87934H7KTG;1;10142923
WA91129K2ZQD;1;11230566
WA8219FONUSQ;1;17093781
LU935268ZVK4;1;17722747
BI0914ADSACY;1;15171646
TK9929R4I7LB;0;15576286
LU74717VI0GY;1;13583649
CZ7690X9MHB6;1;8762374
PO7522XQL209;1;18690442
GD23081D0KDV;1;15301146
KR1748NORBY6;1;9302891
LU1024KSW9TY;1;15576584
KR3009565QBD;1;7497081
WA51003UUJ57;1;7533088
KR3375AJJEZV;1;18566275
GD55212U3YG9;1;19898574
LU8213SNQ3TU;1;7274627
BI7883EV3I84;1;11455734
CZ3983TQI9ES;1;8958333
KR49704QN8G0;1;19574283
KR9809OMZADE;1;8325920
TK4266Y3O6AD;1;14339896
PO9535T59SFP;1;14849898
CZ8583OI2ELW;1;14131729
CZ6780DT53NS;1;9895144
CZ1777Y4J3ZN;1;16344464
KR56256DVJ0D;1;11305848
BI60078QN981;1;17822515
KR6473V8M0CI;1;16968631
LU7400B35FNZ;1;6495848
PO4516SEEVT2;1;8335047
GD4559EVB7LG;1;12631390
KR0152YOLQZP;1;9414898
KR1980N1Z8YP;1;9327943
TK4275FJ1RD7;1;8004398
WA99123KJVN5;0;12093538
CZ3938C9IRGX;1;19827937
GD4482X8MT8N;1;5386896
BI216424M7WK;1;14632120
GD8313N500SB;1;15371509
KR0161ISLU2N;1;10150846
KR6535RCJTLS;1;16974654
CZ04745XW5WV;1;8862265
WA344020ZUF9;1;17283810
TK5434A2QBAZ;1;9548344
CZ8019FPKME0;1;19542120
TK4476BIOL0G;1;15824422
GD8768XRTMP9;1;14786459
WA931616LW18;1;14310079
GD7564TBLLXT;1;11399659
GD2608EMVJFH;0;6355939
PO8641HB9BQI;1;17817854
LU70125WK85R;1;11136740
TK788858VVOA;0;15493311
PO71319YC7A9;1;9950428
PO3757XXK1WL;0;7033039
TK6585XB3OTT;1;19453844
WA1966ZEW0YP;1;15264145
BI428598ANTA;1;18795462
KR3353CO44AP;1;15187988
KR5091RN8IF0;0;14741071
GD560883V9H2;1;15819432
CZ16708LJDXG;1;18827284
KR9494B5TU3O;1;9713431
CZ0373FQS7QR;1;8532764
BI1096SX8VEL;1;19197835
WA20116WV6YJ;1;7283158
TK1361A0SRYD;1;17611113
PO996993OZ3D;1;16586375
WA3668XXARDI;1;8354820
CZ918188NA9U;0;12647317
CZ0437LQIHAA;1;8003426
PO0452DX2TBH;1;17271299
LU2777VUP34Z;0;12167484
WA6750T2Y5BO;1;8007747
TK4350YQ8XPG;0;19694273
GD66280PFDCR;1;14628733
LU8186E69AJD;1;17839915
CZ1679QNDBU8;1;10708967
WA0963GRDAFT;1;18525881
CZ904447OEQH;1;7845540
LU56339V20CF;1;15055005
TK3924VEDGRZ;1;9144523
WA7837J22NP8;1;8637935
PO2791R2PVD8;1;7851118
WA4698DQ472V;1;10820137
PO0048CE0YY8;0;18668443
CZ1692NL4HY5;1;15641262
PO7827NFG6O5;0;11510704
LU7661CP8QXP;1;6490847
TK0500OZPMZQ;1;14718930
PO5281G4Z4GC;1;11373647
CZ3478O1BQC5;1;11957714
BI3374EFO9HA;1;7043185
GD70989YOYA6;1;7589822
LU9188M7ATJE;0;10011892
CZ60412R6XCK;1;16584477
TK50695ZUAKJ;1;10163336
GD98131PPQIL;1;15241633
BI7787YEQYC4;1;6622899
LU6552XY950J;1;10184112
LU5385WK8QWA;1;9992171
GD4224M4VX1U;1;12415068
GD44816ZDDG3;1;17035807
BI5196WXWP5J;1;15992711
CZ5169KV2P33;1;6201538
BI3365PM01GB;1;7683821
WA3943ZZLVPT;1;19969620
GD4720CMZF1A;1;14670623
KR78747IE4BC;1;7128052
LU7692079KS7;1;5180875
BI68488O1523;1;7912276
GD5040IL7HZJ;1;15529412
GD2981VZKGPV;1;19110910
CZ2034PP0ZE2;1;18171421
GD19531NU887;1;11332094
TK53296XS5EG;1;8222278
LU3865WHI31Z;1;9538658
BI78850YN6CH;1;19325431
GD7941AE0GH0;1;9645755
PO17608IJ9BP;1;13284465
BI34291PF7PT;1;18330677
WA7914WPWM7F;1;11340983
CZ11776DU5E2;1;10849734
BI4102FES784;1;11688194
PO7068W5A749;1;11881630
BI7946RYC59D;1;9120644
TK0272I07MP3;1;11931223
LU4081YQIAZ4;1;5000917
LU4512G8N9MU;1;11382520
TK37193QCEF5;1;15473355
TK1440XAS2MP;1;10292249
GD0949VAQ7Q3;1;13932637
GD7359M53PHK;1;14616217
TK3928FZBTZ6;1;7879183
BI1840A94FFU;1;7414613
LU8893KDTFPK;1;19827531
GD0432TOH9MT;1;14375127
CZ5887Z90C3W;1;18345936
PO7469F0E0CI;1;16096735
BI37219ZTG0E;1;17314936
BI2653569N5V;1;11212878
GD6373SXWHRB;0;6613276
TK9570IXTJN3;1;17271041
WA3027KLTC9A;1;10050432
TK3216DJGLM9;0;19658427
GD7533MM6K3L;1;12887404
PO1694XW2KIH;1;11080436
WA11574M1V81;1;7660114
WA0108IOMEWL;1;14304121
CZ2390V8C7JF;1;9069675
TK8513LBJY44;0;12439915
TK9939YI0MCX;1;8708122
CZ7745LG3C7A;1;7291024
PO5928SNUT3X;1;12363049
CZ324188SX2Y;1;17345733
CZ0284UNTTY9;1;19407098
PO5084N7XMT5;1;5341247
LU87608D8OZ0;1;8676213
KR4639UABPGS;1;15523029
LU63400KIZVS;1;11559712
PO7662FUMBJY;1;15907134
TK4670471THI;1;11814228
GD0109XD4Z0O;1;15746431
WA74446B43ME;1;12233921
BI375158JMDO;1;5515097
PO1308TPFBY3;1;7912558
WA774628QE6C;1;9911540
PO1879UKMT5Y;1;17622383
LU9831WPLZIL;1;15109525
BI50538J3DL1;1;10169147
PO706951N357;1;13283980
CZ4392ZOOZ2J;1;14475745
KR9136VNXPTT;1;8356589
KR904858DC2U;1;5546722
GD714491M5Z0;1;5692759
TK7422UK0GU2;1;17028674
GD2078JEY5H7;1;5771051
WA8162Y3SA71;1;12604258
LU4723QOLMD8;1;7816215
WA3179RKBZO5;1;6183296
WA1594DC7YY9;1;13309990
WA01636JXHTZ;1;17682855
CZ56130KAZE4;1;14584628
BI5049SQA9OK;1;10487337
LU380904HJRU;1;18911470
CZ1560OL3A4J;1;19628374
PO64385GEQIF;1;8235094
TK3039RFMHJZ;1;8794471
PO0664Y7ZBN7;1;7724330
GD5770L4JFVK;1;19227383
KR1625I9IKXV;1;7707260
GD87442VWSI8;1;16391757
PO6765IHB0AR;1;11958397
LU66429FIRDQ;1;5508472
PO82721QYLEL;1;16665758
LU1665YHF29N;1;12594481
PO8972UFSMVT;1;9704809
GD3862T6LTA2;1;16727517
BI5801RSJRHD;1;18076186
CZ8091OOJEBV;1;14480371
PO1719EZVU63;1;7168081
BI4680NP7XS1;1;9404644
WA2139QFESEY;0;15018955
WA0737ZXW8UZ;1;6046813
LU4625Z3AF9F;1;7865176
PO37576GR70C;0;19548017
GD96991KDVNZ;1;5724695
CZ5282S0I6ES;1;10466996
TK8222KUD19D;1;9645490
WA7812FFV9BI;0;13309553
PO5537LB7053;1;14180103
LU91561HQNGA;1;5474455
LU2997R9GPC4;1;13591990
PO0397X4ML8O;1;14609340
KR7203ECVHLW;1;14486946
CZ8785WSASCD;1;10978467
CZ4672UX3R6M;0;15057117
TK90554Q26V7;1;18566524
GD5584J7KUPW;1;8999787
TK0735L9VJB9;1;8344024
WA0643F48Z8Z;1;8612872
GD31978L1JBB;1;18627294
GD134588PXUT;1;5536958
GD9643Y6O2HD;1;14380537
GD0857SLTAVW;0;10468708
PO0037RXI4NL;1;8851172
PO23226IBIC7;1;11660022
BI72851RGFNN;1;11042687
TK5325P34QJW;1;15777530
LU3760JCUGRI;1;11633243
CZ1833H1NQ69;1;14476029
TK5689ILBGXX;1;11443204
TK703010AVDT;0;15287008
CZ65074FWLQP;1;13780054
KR6785QT5ZIN;1;15026701
WA5093A90Q7J;1;6785169
WA8172RMBJ2C;1;12491493
TK6973RVGFDR;1;14084301
CZ08690DTZRD;0;18757750
LU1897MV6B2H;1;8882744
CZ3898G8P68P;1;6108440
TK3120RV2IUJ;1;8658179
BI9651ULYVTR;1;9712813
KR1725DPF2MU;1;19081543
KR6421Q1PR6V;1;18275772
BI29540OAPJH;1;13032352
LU7183ELWXJE;1;14794607
TK5768FX3Q52;1;10945129
WA4197TOT2JC;1;6171053
WA3496136YPD;1;16099898
WA8850BWUAJE;1;12443614
BI3370XP6KO2;1;13119356
LU0003A6AT8Q;1;10366360
LU3087SXQ93L;1;13398177
BI1911L227M2;1;14490081
TK1638OGFTAF;1;10233576
WA0313JDKBWR;1;11055942
TK7232U34UU2;1;7867646
LU8195PZUE5F;0;5533032
KR1522C9PKW9;1;11109027
KR4734S4FMCM;1;11798292
CZ3936U6BYR1;0;16957226
CZ5310762OAJ;1;15869354
KR3006WDJN6Q;1;6720125
CZ62039WPXTV;1;16621291
GD3831OCWOYY;1;17167453
GD4749GVXEUE;1;17386508
KR1834ANVODN;1;9830404
KR3945KPVMFE;1;11546326
WA53076BERJ3;1;5799729
WA487813X1N5;1;14073122
KR3353I44I9I;1;9520308
TK03440UEJ5Z;1;5229371
GD8565PTQ2R0;1;5424198
KR3802DDVGDS;0;15063471
TK7065QOTZVO;1;8769379
CZ276813XHV5;1;5704682
TK9955REVPRU;1;19302555
PO6476AG5BQ8;1;7764934
LU08596TS54N;1;14400513
PO6685K9PM34;1;6093690
KR5319P6SKGA;1;13284938
CZ08046NV0K9;1;9135851
CZ3689CKWQWX;1;5034849
GD4808J3V7LS;1;6639561
GD8596SDR72O;1;12642351
WA15707LFJ95;1;19074730
BI3572TIZ5BQ;0;13512155
GD0932R4YE6G;0;19928018
BI58002UQ7PL;1;14525556
TK06642DFJ8Q;1;18144265
KR4545B54RRA;1;8807468
KR2012LA9G6T;1;6607513
GD9544LPF22J;1;14254478
KR9412U86U3U;1;9512355
GD9822M7J95G;1;10605506
LU8964LYEZSG;1;16631843
CZ4800NL3JII;0;17915796
WA1375ODCSQI;1;13883079
TK6929LEM2GB;1;18630297
GD49737HAYWL;1;10634674
PO4291CEJBWN;0;16692785
LU66210I9Y83;1;15623226
CZ7827K3PUJ4;1;6775273
CZ34035NO9SC;0;14218080
WA6718GMPNZI;1;16573906
LU2157JQUFEF;1;12048945
GD4046OBXKZK;1;17685566
GD6247OKI4HW;1;12442007
KR1613GH4B08;1;15237701
LU9872AEDZZU;1;12609458
LU536629MUSI;1;11258878
TK744131AP9B;1;5786947
PO5940B5YVML;1;15906822
BI6600NQ1CY2;1;13605225
BI99545LQM8W;1;19406210
TK6583BJKT8L;1;17407576
CZ0015J83XI1;1;8602242
PO2694TPBU27;1;15697727
BI7073MSBKXX;1;19222214
CZ7686MCBOB4;1;17480013
LU6363NVXLUX;1;11396067
LU4116GE2G0Y;1;17345690
