Id;Longitude;Latitude;In_Use;Capacity;Name
7494;22.895336;53.205475;1;20;s20x7494
7495;15.069586;49.317699;1;21;s21x7495
7496;16.422753;50.969688;0;22;s22x7496
7497;14.359873;52.424639;1;7;s7x7497
7498;19.248612;50.747799;1;14;s14x7498
7499;20.903522;51.222415;1;24;s24x7499
7500;17.431635;53.152725;1;29;s29x7500
7501;18.060035;50.567285;1;17;s17x7501
7502;19.538452;53.043243;1;10;s10x7502
7503;16.937551;54.559308;1;29;s29x7503
7504;14.741023;50.373085;1;8;s8x7504
7505;17.779493;50.407428;1;24;s24x7505
7506;22.959468;50.206911;1;8;s8x7506
7507;14.229052;53.596213;1;25;s25x7507
7508;21.108063;49.511703;1;24;s24x7508
7509;19.111466;53.892177;1;13;s13x7509
7510;23.275125;50.120871;1;17;s17x7510
7511;23.734007;49.198528;1;28;s28x7511
7512;20.732418;54.290817;1;16;s16x7512
7513;22.618308;54.145503;1;5;s5x7513
7514;22.789723;51.275451;1;11;s11x7514
7515;21.515267;49.391516;1;5;s5x7515
7516;18.097832;50.57249;1;26;s26x7516
7517;17.742717;49.818432;0;22;s22x7517
7518;15.078141;52.808909;1;13;s13x7518
7519;19.630676;53.837034;1;28;s28x7519
7520;21.320336;50.578238;1;8;s8x7520
7521;18.509987;51.673731;1;29;s29x7521
7522;14.154505;54.288243;1;23;s23x7522
7523;23.668778;49.907753;0;14;s14x7523
7524;19.493015;49.231149;1;25;s25x7524
7525;20.115124;49.934558;1;11;s11x7525
7526;17.014752;52.810644;1;17;s17x7526
7527;21.918141;49.878975;1;19;s19x7527
7528;17.063995;52.547205;1;22;s22x7528
7529;21.192577;53.416866;1;15;s15x7529
7530;17.095708;51.342702;1;13;s13x7530
7531;20.277908;54.593534;1;14;s14x7531
7532;17.527612;52.157653;1;6;s6x7532
7533;14.805205;51.14701;1;20;s20x7533
7534;24.062354;52.231643;1;9;s9x7534
7535;23.788002;52.258023;0;25;s25x7535
7536;21.536431;49.651028;1;22;s22x7536
7537;23.13853;52.033242;1;7;s7x7537
7538;14.708464;54.225536;1;12;s12x7538
7539;19.148068;49.724941;1;13;s13x7539
7540;16.15811;49.609959;0;19;s19x7540
7541;21.425639;51.645973;1;17;s17x7541
7542;16.271554;50.739261;1;24;s24x7542
7543;15.661294;52.371799;1;30;s30x7543
7544;20.806425;52.436748;1;18;s18x7544
7545;21.935428;50.711247;1;20;s20x7545
7546;16.262397;52.603586;1;25;s25x7546
7547;20.47328;51.73175;1;12;s12x7547
7548;18.409654;53.2774;1;25;s25x7548
7549;20.44256;54.235126;1;29;s29x7549
7550;21.146289;53.499092;1;25;s25x7550
7551;20.235096;49.677521;1;19;s19x7551
7552;22.446549;49.743905;1;9;s9x7552
7553;20.475814;53.584894;1;10;s10x7553
7554;22.458305;49.603094;1;8;s8x7554
7555;23.912891;52.103125;0;28;s28x7555
7556;21.822729;51.177671;0;27;s27x7556
7557;22.826073;52.188877;1;10;s10x7557
7558;20.245346;50.145367;1;22;s22x7558
7559;19.059558;54.660661;1;12;s12x7559
7560;14.930125;53.774753;1;21;s21x7560
7561;14.288589;54.478136;1;6;s6x7561
7562;21.105136;53.006451;1;14;s14x7562
7563;17.931885;53.674236;1;11;s11x7563
7564;14.416687;54.582121;1;7;s7x7564
7565;24.042964;51.878897;1;30;s30x7565
7566;23.719856;53.118107;1;16;s16x7566
7567;17.412623;49.022254;0;8;s8x7567
7568;16.584913;54.051449;0;16;s16x7568
7569;17.400212;53.975666;1;25;s25x7569
7570;22.420263;49.523994;1;22;s22x7570
7571;23.014942;51.017914;1;30;s30x7571
7572;18.253627;53.551953;1;24;s24x7572
7573;14.511628;54.30103;0;21;s21x7573
7574;14.308355;52.298844;0;10;s10x7574
7575;20.718349;53.885637;1;15;s15x7575
7576;16.239919;52.284276;1;6;s6x7576
7577;23.962895;52.928853;1;20;s20x7577
7578;14.925855;52.843576;1;8;s8x7578
7579;16.967313;53.496485;0;7;s7x7579
7580;19.729022;51.168834;1;27;s27x7580
7581;18.705187;54.420739;1;6;s6x7581
7582;14.383391;53.734546;1;17;s17x7582
7583;20.034295;52.728462;1;17;s17x7583
7584;23.143944;51.037171;1;13;s13x7584
7585;18.100126;53.951879;1;11;s11x7585
7586;16.455074;51.9513;1;10;s10x7586
7587;21.65278;51.918753;1;27;s27x7587
7588;21.957454;51.128431;1;12;s12x7588
7589;18.573209;50.562811;0;14;s14x7589
7590;15.13703;51.12739;1;18;s18x7590
7591;21.485974;51.699891;1;26;s26x7591
7592;17.058106;50.795604;1;23;s23x7592
7593;20.303203;51.188236;1;23;s23x7593
7594;14.21205;54.152422;1;24;s24x7594
7595;23.556626;52.931081;1;23;s23x7595
7596;19.581508;52.726334;1;24;s24x7596
7597;23.601097;52.936669;1;23;s23x7597
7598;17.435056;49.957197;1;13;s13x7598
7599;15.161201;53.031937;1;30;s30x7599
7600;19.848787;53.552809;1;10;s10x7600
7601;22.064383;50.978008;1;24;s24x7601
7602;14.596968;54.246245;1;25;s25x7602
7603;17.863458;54.232059;1;26;s26x7603
7604;14.326457;50.523931;1;9;s9x7604
7605;17.23954;51.185429;1;5;s5x7605
7606;21.35615;52.57922;1;19;s19x7606
7607;20.431874;53.036372;1;20;s20x7607
7608;23.146214;51.291472;1;15;s15x7608
7609;21.777487;54.634241;0;5;s5x7609
7610;19.704197;51.822988;1;26;s26x7610
7611;19.743479;49.88581;1;14;s14x7611
7612;14.902407;50.28115;1;6;s6x7612
7613;20.761896;51.797586;1;8;s8x7613
7614;23.355127;50.295171;1;17;s17x7614
7615;14.985583;54.316783;1;25;s25x7615
7616;14.858633;52.435162;1;11;s11x7616
7617;14.410881;49.14775;1;19;s19x7617
7618;15.475547;53.789827;1;25;s25x7618
7619;20.962486;50.718993;1;15;s15x7619
7620;23.630358;49.311731;1;10;s10x7620
7621;22.304644;51.248197;1;23;s23x7621
7622;14.178735;53.350852;1;14;s14x7622
7623;20.809108;53.091197;1;11;s11x7623
7624;18.975467;54.355756;0;21;s21x7624
7625;20.150725;51.518336;1;13;s13x7625
7626;18.417139;51.382908;1;22;s22x7626
7627;21.269717;52.638998;1;20;s20x7627
7628;15.675221;52.242364;1;18;s18x7628
7629;14.109385;51.15046;1;16;s16x7629
7630;23.254792;49.806445;1;22;s22x7630
7631;19.999543;50.483733;1;5;s5x7631
7632;15.539737;50.84567;1;15;s15x7632
7633;22.183567;49.528482;1;6;s6x7633
7634;15.755077;53.585794;1;20;s20x7634
7635;15.483926;50.180374;1;11;s11x7635
7636;14.936479;52.196421;1;21;s21x7636
7637;17.60091;54.073208;1;29;s29x7637
7638;19.787596;50.141033;0;7;s7x7638
7639;19.975675;51.759194;1;18;s18x7639
7640;22.666603;50.514173;1;13;s13x7640
7641;18.748496;53.022585;1;12;s12x7641
7642;14.898446;50.379661;1;20;s20x7642
7643;15.03664;49.102728;1;7;s7x7643
7644;19.53971;54.179922;1;25;s25x7644
7645;18.127022;49.215422;1;29;s29x7645
7646;15.433918;51.376541;1;29;s29x7646
7647;23.167227;50.468824;0;5;s5x7647
7648;20.085465;53.922883;1;10;s10x7648
7649;18.161098;49.746487;0;26;s26x7649
7650;22.063294;53.535544;1;17;s17x7650
7651;18.05388;49.791472;1;25;s25x7651
7652;17.636054;50.197698;1;14;s14x7652
7653;14.192065;49.495305;1;22;s22x7653
7654;20.907688;53.706778;0;25;s25x7654
7655;19.917961;49.648966;1;27;s27x7655
7656;21.816864;53.414615;1;13;s13x7656
7657;17.962605;52.005458;1;19;s19x7657
7658;20.687587;49.489963;0;6;s6x7658
7659;19.891243;53.933806;1;18;s18x7659
7660;19.842325;49.360959;1;19;s19x7660
7661;15.573456;52.349062;1;22;s22x7661
7662;21.918327;50.704356;1;17;s17x7662
7663;18.055257;53.835857;1;18;s18x7663
7664;19.829893;49.28936;0;28;s28x7664
7665;19.784782;52.367221;0;10;s10x7665
7666;23.142481;51.162117;1;8;s8x7666
7667;18.517506;52.474954;1;30;s30x7667
7668;20.504529;53.550579;1;11;s11x7668
7669;15.364049;49.281325;1;6;s6x7669
7670;20.786918;50.190568;1;22;s22x7670
7671;15.77399;51.52003;1;14;s14x7671
7672;16.191847;50.940774;1;6;s6x7672
7673;14.871378;54.104996;1;20;s20x7673
7674;15.135044;53.730451;1;7;s7x7674
7675;20.347935;54.346711;1;22;s22x7675
7676;21.408929;54.436008;1;17;s17x7676
7677;22.428708;54.316146;1;15;s15x7677
7678;23.149627;52.692491;0;27;s27x7678
7679;23.229293;52.820511;1;16;s16x7679
7680;18.868569;50.144267;1;28;s28x7680
7681;17.945031;51.183926;1;23;s23x7681
7682;17.475076;53.531029;1;16;s16x7682
7683;18.861475;49.522364;1;13;s13x7683
7684;16.048981;53.539826;1;20;s20x7684
7685;19.763953;49.536843;1;26;s26x7685
7686;19.206589;53.554872;1;10;s10x7686
7687;20.602334;52.014864;1;26;s26x7687
7688;16.440236;53.416542;1;24;s24x7688
7689;17.07624;51.355377;1;30;s30x7689
7690;14.495304;52.990755;1;12;s12x7690
7691;20.510238;50.6733;1;23;s23x7691
7692;19.704839;49.276828;1;17;s17x7692
7693;19.345407;53.637861;1;8;s8x7693
7694;15.346374;53.883237;1;30;s30x7694
7695;23.877526;53.168008;0;29;s29x7695
7696;19.032772;49.068791;1;22;s22x7696
7697;22.176163;49.462391;1;23;s23x7697
7698;23.935129;54.225902;1;29;s29x7698
7699;19.589165;53.280131;1;16;s16x7699
7700;21.79436;49.441709;1;25;s25x7700
7701;20.233659;53.801684;0;23;s23x7701
7702;17.077203;51.067648;1;19;s19x7702
7703;21.073568;50.61345;1;18;s18x7703
7704;23.771076;49.154027;1;9;s9x7704
7705;16.506454;50.657293;1;30;s30x7705
7706;23.223458;53.325356;1;15;s15x7706
7707;23.366693;52.454208;1;27;s27x7707
7708;17.605893;49.665723;1;14;s14x7708
7709;16.978294;51.088212;1;7;s7x7709
7710;16.580226;52.718255;1;29;s29x7710
7711;14.113057;49.40157;1;12;s12x7711
7712;14.940428;50.034716;1;22;s22x7712
7713;21.55058;54.151213;1;14;s14x7713
7714;24.060084;50.30634;1;15;s15x7714
7715;20.027122;50.422102;1;29;s29x7715
7716;16.409364;54.232996;1;17;s17x7716
7717;20.908204;53.489544;0;8;s8x7717
7718;23.03487;51.44142;1;23;s23x7718
7719;20.585251;49.313897;1;8;s8x7719
7720;22.384399;53.660114;0;14;s14x7720
7721;23.224986;49.00323;1;8;s8x7721
7722;18.068433;52.314417;1;5;s5x7722
7723;21.112885;49.330039;1;15;s15x7723
7724;15.755683;50.483431;0;27;s27x7724
7725;24.066513;50.95569;1;19;s19x7725
7726;15.75401;51.272505;1;29;s29x7726
7727;16.985054;54.005042;1;29;s29x7727
7728;15.935655;53.960521;1;14;s14x7728
7729;18.437084;52.336347;1;23;s23x7729
7730;24.071379;50.365135;1;26;s26x7730
7731;20.576215;50.225669;1;13;s13x7731
7732;23.997339;51.948507;1;11;s11x7732
7733;19.709484;54.287016;1;5;s5x7733
7734;19.897086;52.244087;1;15;s15x7734
7735;20.66412;52.853335;1;8;s8x7735
7736;22.25356;51.269756;1;6;s6x7736
7737;22.863142;50.640977;1;7;s7x7737
7738;19.190488;51.924411;1;5;s5x7738
7739;21.625405;52.361835;1;16;s16x7739
7740;21.661965;52.229738;1;13;s13x7740
7741;23.774481;53.017353;0;5;s5x7741
7742;15.079488;49.59097;1;30;s30x7742
7743;15.874807;51.235517;1;29;s29x7743
7744;16.334219;53.878202;1;14;s14x7744
7745;14.850132;50.595564;1;13;s13x7745
7746;17.082877;51.047233;1;28;s28x7746
7747;17.677157;50.864536;1;13;s13x7747
7748;17.966487;49.236451;1;21;s21x7748
7749;14.338261;52.187597;1;6;s6x7749
7750;22.114442;53.656786;1;15;s15x7750
7751;14.756531;49.534519;1;9;s9x7751
7752;21.519692;50.901866;1;11;s11x7752
7753;15.29537;52.35479;0;23;s23x7753
7754;14.596576;54.483675;0;28;s28x7754
7755;21.986566;50.771727;1;11;s11x7755
7756;21.446809;49.802379;0;26;s26x7756
7757;23.939156;53.648872;1;22;s22x7757
7758;16.129327;52.839871;1;12;s12x7758
7759;23.147548;53.302218;0;14;s14x7759
7760;19.131752;50.630932;1;19;s19x7760
7761;21.687336;54.245154;1;24;s24x7761
7762;20.574838;51.052631;1;5;s5x7762
7763;23.640827;52.015954;1;22;s22x7763
7764;23.364335;54.073266;1;23;s23x7764
7765;20.472826;49.293028;1;9;s9x7765
7766;22.498172;51.799561;1;23;s23x7766
7767;18.153951;54.794358;1;11;s11x7767
7768;24.0358;49.286541;1;21;s21x7768
7769;24.04408;50.264822;1;10;s10x7769
7770;14.953045;50.374526;1;20;s20x7770
7771;14.879503;54.673276;0;22;s22x7771
7772;15.570087;51.549511;1;5;s5x7772
7773;17.569118;53.095416;1;5;s5x7773
7774;16.941502;54.303176;1;13;s13x7774
7775;15.965294;49.880948;1;11;s11x7775
7776;16.700903;52.380729;1;14;s14x7776
7777;22.783829;53.853019;1;30;s30x7777
7778;14.911469;53.13034;1;30;s30x7778
7779;22.356385;53.351256;1;28;s28x7779
7780;18.768803;53.315213;1;16;s16x7780
7781;19.482805;51.803201;1;18;s18x7781
7782;18.669976;54.698248;1;11;s11x7782
7783;21.256368;49.013337;1;27;s27x7783
7784;23.193513;54.677211;1;30;s30x7784
7785;22.997329;54.487937;1;6;s6x7785
7786;20.50426;53.697936;1;10;s10x7786
7787;23.218293;49.621566;1;9;s9x7787
7788;18.035165;53.610215;1;30;s30x7788
7789;18.153919;50.256155;1;25;s25x7789
7790;16.580799;53.583052;1;22;s22x7790
7791;15.513546;53.328381;1;11;s11x7791
7792;20.282635;53.806063;1;9;s9x7792
7793;16.51564;49.529014;1;19;s19x7793
7794;15.686064;50.429803;1;15;s15x7794
7795;24.084368;53.463199;1;10;s10x7795
7796;14.923255;53.571754;1;13;s13x7796
7797;21.497541;54.574765;1;9;s9x7797
7798;22.126747;49.931955;1;21;s21x7798
7799;16.567332;51.770003;1;30;s30x7799
7800;16.911013;54.412284;1;11;s11x7800
7801;22.154246;51.55555;1;14;s14x7801
7802;20.389277;53.036841;1;22;s22x7802
7803;14.950509;50.990166;1;5;s5x7803
7804;16.808908;51.868855;1;25;s25x7804
7805;20.708419;50.621031;1;13;s13x7805
7806;16.970146;52.148134;0;22;s22x7806
7807;22.190263;52.190996;1;10;s10x7807
7808;16.132873;52.207264;1;23;s23x7808
7809;20.094242;50.733661;1;20;s20x7809
7810;15.421001;50.104951;1;18;s18x7810
7811;17.690915;50.496076;0;15;s15x7811
7812;20.307402;52.630191;1;13;s13x7812
7813;18.922262;49.241363;1;16;s16x7813
7814;22.500463;53.730441;1;27;s27x7814
7815;23.732422;50.789429;1;29;s29x7815
7816;17.131633;49.935037;1;28;s28x7816
7817;23.304406;51.514892;1;22;s22x7817
7818;22.750225;52.311048;1;20;s20x7818
7819;23.461774;49.348514;0;27;s27x7819
7820;22.872214;50.900353;1;9;s9x7820
7821;16.67813;53.004939;0;11;s11x7821
7822;23.331127;52.030628;1;18;s18x7822
7823;21.156408;51.074874;1;21;s21x7823
7824;15.622319;52.903195;1;6;s6x7824
7825;14.7538;49.220194;1;28;s28x7825
7826;22.039511;53.607924;1;16;s16x7826
7827;22.075249;49.997801;1;29;s29x7827
7828;19.111318;52.597899;0;15;s15x7828
7829;22.656466;49.924375;0;25;s25x7829
7830;18.296324;49.246529;1;21;s21x7830
7831;19.334843;53.21322;1;11;s11x7831
7832;20.462153;54.545219;0;30;s30x7832
7833;15.682862;54.700328;1;26;s26x7833
7834;14.49436;52.302489;1;25;s25x7834
7835;20.895853;50.823119;1;21;s21x7835
7836;20.893266;52.534502;1;7;s7x7836
7837;19.720813;51.425942;1;21;s21x7837
7838;16.06712;54.633805;1;21;s21x7838
7839;14.884506;51.083313;1;20;s20x7839
7840;23.097922;52.837626;0;18;s18x7840
7841;21.181187;51.249207;1;6;s6x7841
7842;19.78716;53.57613;1;29;s29x7842
7843;16.090098;54.153702;1;5;s5x7843
7844;14.987006;52.613367;1;16;s16x7844
7845;14.857257;51.760703;1;20;s20x7845
7846;17.040543;49.903655;1;10;s10x7846
7847;18.749425;51.468927;1;10;s10x7847
7848;14.837207;54.070686;1;22;s22x7848
7849;21.251329;50.937658;0;10;s10x7849
7850;16.391991;53.79049;1;15;s15x7850
7851;20.685574;50.171778;1;24;s24x7851
7852;23.62283;53.663555;1;22;s22x7852
7853;20.622514;52.567389;1;19;s19x7853
7854;18.158495;51.392861;1;22;s22x7854
7855;21.736552;52.957989;1;19;s19x7855
7856;15.450224;49.362875;1;14;s14x7856
7857;21.851401;53.123632;1;30;s30x7857
7858;15.956786;49.030469;1;13;s13x7858
7859;16.705164;54.126261;1;5;s5x7859
7860;15.721988;53.666072;1;20;s20x7860
7861;21.173618;53.272676;1;14;s14x7861
7862;20.600503;49.450976;1;29;s29x7862
7863;23.084335;52.510002;1;26;s26x7863
7864;17.498259;53.96011;1;19;s19x7864
7865;23.87832;49.920192;1;16;s16x7865
7866;16.2057;52.999603;1;27;s27x7866
7867;14.139976;52.497542;1;30;s30x7867
7868;22.614155;53.770598;1;27;s27x7868
7869;20.414658;50.314421;1;11;s11x7869
7870;23.067079;50.734899;0;12;s12x7870
7871;20.806802;50.503979;1;28;s28x7871
7872;21.944047;49.966319;1;17;s17x7872
7873;23.975801;53.206001;1;12;s12x7873
7874;20.784116;50.120947;1;20;s20x7874
7875;19.237952;54.564638;1;22;s22x7875
7876;23.842053;50.537171;1;10;s10x7876
7877;16.075403;53.3268;1;6;s6x7877
7878;23.152502;54.127993;1;8;s8x7878
7879;23.867908;50.126997;1;20;s20x7879
7880;18.177621;53.219988;0;18;s18x7880
7881;22.836771;54.336679;1;22;s22x7881
7882;18.442218;53.673552;1;13;s13x7882
7883;16.765262;51.78342;1;11;s11x7883
7884;16.189466;49.008701;1;26;s26x7884
7885;14.798317;54.35395;1;18;s18x7885
7886;24.069509;49.731172;1;9;s9x7886
7887;19.649566;54.140788;1;29;s29x7887
7888;20.950042;52.960815;1;5;s5x7888
7889;16.080439;54.021623;1;25;s25x7889
7890;15.281965;53.025763;1;25;s25x7890
7891;19.602184;52.510566;1;25;s25x7891
7892;16.462186;54.51229;1;20;s20x7892
7893;19.170529;51.379256;1;15;s15x7893
7894;18.907681;52.544765;1;17;s17x7894
7895;20.369385;49.559631;1;30;s30x7895
7896;16.860213;50.356516;1;19;s19x7896
7897;14.291659;51.46853;1;25;s25x7897
7898;14.427266;51.332563;1;28;s28x7898
7899;19.47333;50.462814;1;17;s17x7899
7900;16.272306;52.159658;1;10;s10x7900
7901;15.208063;53.226027;1;10;s10x7901
7902;15.130711;53.977053;1;15;s15x7902
7903;15.176438;52.514784;1;15;s15x7903
7904;22.036753;49.322782;1;15;s15x7904
7905;21.182727;54.74523;1;24;s24x7905
7906;22.617204;53.807842;1;16;s16x7906
7907;22.550393;50.154091;1;20;s20x7907
7908;21.016393;53.130777;1;7;s7x7908
7909;15.54644;53.726872;0;23;s23x7909
7910;17.439472;53.143974;1;18;s18x7910
7911;24.06243;52.96096;1;26;s26x7911
7912;16.754071;52.319332;1;12;s12x7912
7913;18.78839;49.439744;1;26;s26x7913
7914;20.548065;54.580037;1;16;s16x7914
7915;17.602694;52.134318;1;18;s18x7915
7916;19.646696;53.938664;1;17;s17x7916
7917;23.092342;51.54625;0;20;s20x7917
7918;17.198376;52.95235;1;16;s16x7918
7919;15.788543;51.560758;1;8;s8x7919
7920;15.81768;53.598076;1;22;s22x7920
7921;17.381663;49.520752;1;18;s18x7921
7922;16.476692;50.968754;1;9;s9x7922
7923;14.131755;53.293744;1;12;s12x7923
7924;20.567481;53.236346;1;29;s29x7924
7925;15.307085;50.082256;1;26;s26x7925
7926;19.731182;49.356002;1;20;s20x7926
7927;21.306565;54.638414;1;20;s20x7927
7928;22.45905;51.285307;0;7;s7x7928
7929;20.325084;50.361952;1;15;s15x7929
7930;21.11428;50.521102;1;5;s5x7930
7931;21.680938;53.361426;1;22;s22x7931
7932;21.073265;54.56092;1;17;s17x7932
7933;17.343365;53.215872;1;21;s21x7933
7934;22.076677;53.255587;1;18;s18x7934
7935;14.162768;53.442608;1;5;s5x7935
7936;18.402119;54.496495;1;16;s16x7936
7937;24.051353;50.903773;1;9;s9x7937
7938;23.522124;49.236439;1;20;s20x7938
7939;16.318639;53.144998;0;19;s19x7939
7940;23.326908;54.683604;0;7;s7x7940
7941;24.064089;51.229704;1;27;s27x7941
7942;19.607899;51.610248;0;22;s22x7942
7943;23.737438;49.805296;1;28;s28x7943
7944;22.848574;53.277522;1;26;s26x7944
7945;20.430605;53.556924;1;17;s17x7945
7946;18.698411;49.811188;1;27;s27x7946
7947;21.25369;53.445075;1;22;s22x7947
7948;18.546488;53.213477;1;5;s5x7948
7949;14.293401;53.668272;1;22;s22x7949
7950;23.366485;50.612667;1;6;s6x7950
7951;19.051634;54.106395;1;27;s27x7951
7952;22.359188;49.364813;1;28;s28x7952
7953;19.203634;49.319517;1;6;s6x7953
7954;19.29728;49.568143;0;26;s26x7954
7955;15.259745;52.664709;1;12;s12x7955
7956;16.752947;50.893359;1;8;s8x7956
7957;19.09145;53.050106;1;22;s22x7957
7958;14.689534;54.183653;1;9;s9x7958
7959;14.767298;54.12042;1;11;s11x7959
7960;23.883284;50.610172;1;27;s27x7960
7961;23.700901;54.394706;1;28;s28x7961
7962;21.427821;50.659513;1;29;s29x7962
7963;19.363306;53.997845;1;27;s27x7963
7964;14.387424;53.285414;1;22;s22x7964
7965;22.25231;53.791222;1;22;s22x7965
7966;22.544756;49.122798;1;14;s14x7966
7967;21.332335;49.145362;0;9;s9x7967
7968;22.33033;53.259532;0;8;s8x7968
7969;18.737745;53.294133;1;21;s21x7969
7970;14.409605;50.734155;1;28;s28x7970
7971;14.790424;54.530864;1;17;s17x7971
7972;15.267111;51.796114;1;11;s11x7972
7973;14.60668;54.69584;1;29;s29x7973
7974;18.311221;54.260347;1;9;s9x7974
7975;23.485658;50.705919;1;21;s21x7975
7976;21.172426;54.37046;1;8;s8x7976
7977;14.553998;54.187237;1;22;s22x7977
7978;15.838211;52.297781;1;23;s23x7978
7979;17.672411;52.783123;1;26;s26x7979
7980;16.748158;52.352889;1;26;s26x7980
7981;22.158715;50.337281;1;13;s13x7981
7982;20.086983;52.447878;1;11;s11x7982
7983;19.109366;52.419473;1;9;s9x7983
7984;14.406574;53.748353;1;22;s22x7984
7985;22.680773;49.400211;1;8;s8x7985
7986;17.182891;50.740824;1;29;s29x7986
7987;16.463657;49.061591;1;28;s28x7987
7988;20.407575;54.451584;0;7;s7x7988
7989;22.684007;52.962141;1;27;s27x7989
7990;21.131192;51.38453;1;12;s12x7990
7991;21.397338;51.817959;1;18;s18x7991
7992;20.586291;51.629178;0;29;s29x7992
7993;18.801004;52.374538;1;11;s11x7993
7994;23.606379;53.084197;1;20;s20x7994
7995;17.720315;51.623857;1;11;s11x7995
7996;23.184909;51.920936;1;24;s24x7996
7997;17.916028;53.753746;1;24;s24x7997
7998;22.522975;50.846126;1;7;s7x7998
7999;15.574972;53.603311;1;21;s21x7999
8000;16.273653;53.532717;1;25;s25x8000
8001;23.796111;49.052717;1;25;s25x8001
8002;22.872397;54.542037;1;5;s5x8002
8003;16.218323;50.210415;1;5;s5x8003
8004;22.309493;49.079011;0;18;s18x8004
8005;20.79404;54.638234;1;28;s28x8005
8006;23.823483;52.64833;1;25;s25x8006
8007;19.571638;54.779352;1;15;s15x8007
8008;23.231459;52.122989;1;27;s27x8008
8009;14.740392;52.544537;0;13;s13x8009
8010;19.136424;51.524528;1;10;s10x8010
8011;23.547953;53.520225;1;5;s5x8011
8012;18.440612;52.289775;1;18;s18x8012
8013;15.116603;54.738155;1;25;s25x8013
8014;18.968681;53.604187;1;9;s9x8014
8015;23.866682;51.235125;1;20;s20x8015
8016;23.907912;51.633046;1;14;s14x8016
8017;18.00719;50.596801;1;7;s7x8017
8018;23.683401;49.543372;1;20;s20x8018
8019;23.236319;53.086803;1;19;s19x8019
8020;16.016544;52.272657;1;27;s27x8020
8021;20.073239;49.950005;1;26;s26x8021
8022;18.613344;51.039582;1;25;s25x8022
8023;23.4115;54.67109;1;12;s12x8023
8024;22.535344;50.365712;1;13;s13x8024
8025;23.197624;51.797469;1;30;s30x8025
8026;15.206475;50.83148;1;17;s17x8026
8027;18.210288;53.507557;1;12;s12x8027
8028;14.189977;54.008241;1;5;s5x8028
8029;15.992535;50.018578;1;21;s21x8029
8030;18.342915;52.015911;1;10;s10x8030
8031;15.073518;52.340429;1;14;s14x8031
8032;19.482076;51.070234;1;25;s25x8032
8033;16.391356;50.869571;1;19;s19x8033
8034;21.378539;54.793656;1;21;s21x8034
8035;14.550345;49.611478;1;6;s6x8035
8036;20.308806;50.431657;1;6;s6x8036
8037;14.276707;51.069757;0;16;s16x8037
8038;23.804833;53.721576;1;16;s16x8038
8039;21.771266;53.069366;1;26;s26x8039
8040;18.725956;53.779338;1;13;s13x8040
8041;18.568148;54.361672;0;24;s24x8041
8042;20.237202;52.042908;1;18;s18x8042
8043;19.495336;52.045806;0;16;s16x8043
8044;20.981053;53.495875;1;12;s12x8044
8045;21.878313;53.822262;1;5;s5x8045
8046;17.758912;50.400021;1;24;s24x8046
8047;19.356703;53.789152;1;8;s8x8047
8048;16.888849;53.393072;1;5;s5x8048
8049;16.156402;51.281727;1;7;s7x8049
8050;14.563727;52.776316;1;25;s25x8050
8051;19.887749;53.897764;1;10;s10x8051
8052;20.418355;52.412229;1;9;s9x8052
8053;21.059143;52.411897;1;17;s17x8053
8054;19.486474;52.428646;0;23;s23x8054
8055;21.448464;51.533766;1;6;s6x8055
8056;17.543566;51.794454;1;16;s16x8056
8057;17.913268;51.446092;1;7;s7x8057
8058;21.867491;52.644415;1;25;s25x8058
8059;16.558592;53.506477;1;10;s10x8059
8060;18.999648;52.452687;0;23;s23x8060
8061;15.786048;51.197294;1;28;s28x8061
8062;19.668041;54.719359;1;24;s24x8062
8063;15.378042;50.409654;1;15;s15x8063
8064;17.772406;53.974776;0;23;s23x8064
8065;20.846949;54.322766;1;10;s10x8065
8066;16.088252;52.67226;1;9;s9x8066
8067;17.53352;53.613016;0;26;s26x8067
8068;23.984223;52.209594;1;30;s30x8068
8069;21.104705;53.352843;1;15;s15x8069
8070;19.040991;50.337139;1;13;s13x8070
8071;14.731527;54.086451;1;26;s26x8071
8072;23.779423;51.85284;0;14;s14x8072
8073;23.492517;50.647014;1;21;s21x8073
8074;17.701455;49.00367;1;29;s29x8074
8075;20.321812;50.896859;1;28;s28x8075
8076;19.97925;49.888544;1;26;s26x8076
8077;14.724246;54.291376;1;15;s15x8077
8078;15.486366;52.030781;1;9;s9x8078
8079;23.04645;51.667468;1;11;s11x8079
8080;20.459234;50.312496;1;23;s23x8080
8081;20.98315;51.451648;1;17;s17x8081
8082;20.123635;52.991926;1;23;s23x8082
8083;23.083805;50.79698;1;20;s20x8083
8084;18.709251;54.455386;1;18;s18x8084
8085;21.92671;52.354903;1;10;s10x8085
8086;21.662002;53.085214;0;23;s23x8086
8087;23.477102;52.819436;1;14;s14x8087
8088;17.187055;50.687527;0;20;s20x8088
8089;24.007391;50.966627;1;30;s30x8089
8090;16.64271;50.009221;1;23;s23x8090
8091;14.576132;49.906744;1;11;s11x8091
8092;21.722404;49.521195;1;12;s12x8092
8093;22.466112;52.999377;1;21;s21x8093
8094;17.873461;54.346355;1;28;s28x8094
8095;22.390873;54.445804;1;26;s26x8095
8096;15.605981;50.977873;1;17;s17x8096
8097;18.698796;50.713041;1;18;s18x8097
8098;22.772642;51.330692;1;25;s25x8098
8099;21.755659;50.399518;1;11;s11x8099
8100;23.11165;54.426002;1;30;s30x8100
